,buildingAreaCategory,buildingShape,censusRegion,climateZone,HDD65,HEATPC,HVACUpgrade,insulationUpgrade,MAINCL,MAINHT,MONUSEC,numEmployeesCategory,numFloors,OCCUPYP,OPNWE,OWNTYPE,region,RENWLL,lightingUpgrade,roofConstuction,STUSED,OPEN24,wallConstruction,WHOPPR,WINTYP,WKHRSC,WWR,yrConstructionCategory,EUI
3997,3,2.0,5,2,2492,1,2.0,2.0,1.0,1.0,4,2,1,75.0,2,3,3,2.0,2.0,3,2,2,4,0.0,2,4,1.0,6,40.534333333333336
4005,2,2.0,5,2,3388,2,2.0,2.0,2.0,2.0,4,2,2,100.0,1,2,3,2.0,2.0,3,2,2,4,0.0,2,3,3.0,7,69.80261904761905
4009,10,1.0,3,7,4469,3,1.0,2.0,2.0,3.0,4,11,995,95.0,2,9,2,2.0,1.0,7,2,2,1,0.0,2,3,5.0,5,60.82632857142857
4021,4,6.0,7,3,1129,3,2.0,2.0,1.0,1.0,4,4,2,80.0,1,5,3,2.0,2.0,5,2,2,1,0.0,3,4,4.0,7,45.7395
4023,8,1.0,2,2,3838,3,2.0,2.0,3.0,3.0,4,8,7,60.0,2,2,1,2.0,1.0,6,2,2,7,0.0,2,3,5.0,6,88.27380322580645
4027,3,2.0,5,3,893,3,2.0,2.0,5.0,5.0,4,3,1,100.0,1,3,3,2.0,2.0,2,2,2,1,0.0,3,4,2.0,7,80.719125
4032,2,1.0,2,2,5051,2,2.0,2.0,6.0,6.0,4,2,3,80.0,1,2,1,2.0,2.0,2,2,2,4,0.0,2,4,2.0,1,64.54266666666666
4034,2,2.0,5,2,3015,3,1.0,2.0,2.0,2.0,4,4,1,100.0,2,2,3,2.0,1.0,6,2,2,1,0.0,2,3,3.0,6,115.47345454545454
4037,4,11.0,2,1,5547,3,2.0,2.0,2.0,2.0,4,7,2,80.0,2,5,1,2.0,1.0,6,2,2,1,0.0,2,4,3.0,5,82.41834146341463
4040,8,0.0,2,2,3846,3,1.0,1.0,2.0,2.0,4,9,8,75.0,2,2,1,2.0,1.0,4,2,2,3,0.0,2,4,0.0,3,47.108916666666666
4045,2,2.0,7,3,1611,2,2.0,2.0,1.0,2.0,4,3,1,100.0,1,3,3,1.0,1.0,5,2,2,1,0.0,1,5,4.0,6,159.498
4047,3,2.0,9,3,975,1,2.0,2.0,2.0,2.0,4,3,1,100.0,2,3,4,2.0,2.0,5,2,2,3,0.0,2,3,2.0,7,12.232033898305085
4052,5,2.0,9,3,1318,1,2.0,2.0,5.0,5.0,4,7,5,90.0,1,2,4,2.0,1.0,1,2,2,4,0.0,1,5,3.0,6,40.723074626865674
4053,5,2.0,5,2,4244,2,2.0,2.0,1.0,2.0,4,7,6,75.0,2,2,3,2.0,2.0,6,2,2,1,0.0,2,4,2.0,5,73.91409090909092
4057,4,2.0,7,3,1975,3,1.0,2.0,3.0,2.0,4,6,2,100.0,1,2,3,2.0,2.0,1,2,2,1,0.0,1,4,5.0,5,91.0521
4062,2,2.0,1,1,7115,3,2.0,2.0,6.0,2.0,4,2,1,100.0,1,2,1,2.0,2.0,4,2,2,4,0.0,3,4,1.0,3,94.10583333333334
4063,2,2.0,6,3,1713,3,1.0,2.0,2.0,2.0,4,2,1,60.0,2,3,3,2.0,2.0,5,2,2,1,0.0,3,2,5.0,4,53.48525
4069,10,2.0,5,7,3567,2,1.0,2.0,3.0,4.0,4,11,8,98.0,1,8,3,2.0,1.0,6,1,2,1,0.0,3,5,2.0,2,79.28532928571428
4070,8,2.0,2,2,4197,3,2.0,2.0,2.0,3.0,4,8,8,50.0,1,2,1,2.0,2.0,6,2,2,2,0.0,2,5,3.0,7,217.84375151515152
4072,7,3.0,4,2,3687,3,2.0,2.0,2.0,2.0,4,9,2,50.0,2,2,2,2.0,1.0,5,2,2,1,0.0,2,4,3.0,7,28.146136363636362
4080,6,2.0,3,1,5214,3,2.0,2.0,2.0,3.0,4,7,3,100.0,1,2,2,2.0,2.0,6,2,2,1,0.0,2,4,4.0,8,115.46832692307693
4085,2,0.0,4,1,5302,2,2.0,1.0,1.0,2.0,4,2,1,100.0,2,3,2,1.0,2.0,6,2,2,1,0.0,3,3,0.0,1,23.342333333333332
4088,2,2.0,3,1,5909,3,2.0,2.0,1.0,1.0,4,2,1,100.0,1,2,2,2.0,2.0,2,2,2,3,1.0,2,5,2.0,7,156.7375
4098,8,6.0,2,1,5207,3,2.0,2.0,4.0,4.0,4,9,6,100.0,2,9,1,2.0,2.0,5,1,2,1,0.0,2,3,3.0,2,59.26720465116279
4109,3,2.0,9,3,1914,3,2.0,2.0,2.0,2.0,4,5,3,100.0,2,6,4,2.0,2.0,4,2,2,1,0.0,3,3,3.0,2,71.85348314606742
4110,3,2.0,9,3,808,3,2.0,2.0,2.0,2.0,4,5,1,100.0,1,2,4,2.0,2.0,6,2,2,2,0.0,1,6,3.0,6,172.0937
4120,5,2.0,7,3,1204,3,2.0,2.0,2.0,2.0,4,6,1,100.0,1,2,3,2.0,2.0,1,2,2,1,0.0,3,6,2.0,6,106.35936507936508
4122,9,2.0,5,2,3146,2,1.0,2.0,2.0,5.0,4,11,13,100.0,1,1,3,2.0,1.0,1,2,2,2,0.0,2,5,4.0,7,66.0297125
4125,2,2.0,3,1,6161,3,2.0,2.0,1.0,2.0,4,2,1,100.0,2,2,2,2.0,2.0,6,2,2,1,0.0,2,4,1.0,5,45.39363636363636
4146,5,1.0,5,2,3509,3,2.0,2.0,3.0,3.0,4,6,6,80.0,1,3,3,2.0,2.0,1,2,2,2,0.0,1,4,3.0,4,60.38635714285714
4152,9,11.0,3,1,5881,3,1.0,2.0,3.0,3.0,4,8,6,75.0,1,5,2,2.0,1.0,6,2,1,1,0.0,3,7,3.0,6,157.18903833333334
4155,2,2.0,8,1,6476,3,2.0,2.0,1.0,3.0,4,2,1,98.0,2,2,4,2.0,2.0,6,2,2,4,0.0,2,4,3.0,5,13.0235
4161,2,1.0,8,1,6615,1,1.0,2.0,1.0,1.0,4,2,3,50.0,1,2,4,2.0,1.0,4,2,2,1,0.0,2,3,3.0,1,57.885
4166,2,2.0,7,3,1731,3,2.0,2.0,1.0,2.0,4,3,1,100.0,1,2,3,2.0,2.0,2,2,2,1,0.0,3,3,2.0,5,60.869278350515465
4167,8,2.0,9,3,711,3,2.0,2.0,3.0,2.0,4,8,2,100.0,2,2,4,2.0,2.0,3,2,2,2,0.0,1,4,4.0,5,57.533135849056606
4173,2,2.0,5,2,3603,3,2.0,2.0,5.0,5.0,4,3,1,100.0,1,8,3,2.0,2.0,4,2,2,4,0.0,2,5,4.0,6,30.27
4181,2,1.0,8,1,4861,3,2.0,2.0,2.0,2.0,1,3,1,100.0,2,3,4,2.0,2.0,1,2,2,3,0.0,2,3,4.0,5,28.402682926829268
4188,6,2.0,2,2,4337,3,2.0,2.0,2.0,3.0,4,5,4,75.0,2,4,1,2.0,2.0,6,2,2,1,0.0,1,3,2.0,3,33.74806
4189,2,2.0,2,1,4513,3,1.0,1.0,1.0,1.0,4,3,2,80.0,2,3,1,2.0,1.0,2,2,2,1,0.0,1,3,5.0,2,43.162894736842105
4201,4,2.0,5,2,3206,3,0.0,0.0,2.0,2.0,4,6,1,100.0,1,2,3,0.0,0.0,6,2,2,8,2.0,1,5,3.0,10,95.02923943661972
4202,9,0.0,2,2,4498,3,2.0,2.0,2.0,3.0,4,10,994,67.0,2,1,1,2.0,2.0,4,2,2,3,0.0,1,4,0.0,2,61.352165
4206,8,11.0,9,5,3893,3,1.0,2.0,2.0,2.0,4,9,10,100.0,1,2,4,2.0,2.0,1,2,2,3,0.0,2,3,4.0,8,46.996659649122805
4215,9,11.0,4,2,3968,2,2.0,2.0,3.0,4.0,4,8,994,96.0,2,8,2,2.0,1.0,6,1,2,2,0.0,2,4,5.0,7,56.55389125
4217,8,9.0,7,3,1776,3,2.0,2.0,2.0,2.0,4,9,6,100.0,1,2,3,2.0,2.0,1,2,2,2,0.0,2,5,5.0,8,94.62549454545454
4221,6,2.0,2,2,4648,3,2.0,2.0,2.0,3.0,4,8,1,80.0,2,2,1,2.0,2.0,4,2,2,1,0.0,2,4,2.0,7,165.62989583333334
4228,10,2.0,8,7,5483,3,1.0,2.0,3.0,4.0,4,11,995,94.0,1,1,4,2.0,1.0,1,1,2,3,0.0,2,5,5.0,6,50.610497333333335
4231,6,2.0,7,2,2842,3,2.0,2.0,5.0,3.0,4,7,5,100.0,2,10,3,2.0,2.0,1,2,2,1,0.0,2,3,3.0,6,52.13377647058824
4234,2,2.0,7,2,3199,2,2.0,2.0,5.0,5.0,4,2,1,100.0,2,10,3,2.0,2.0,6,2,2,1,0.0,2,3,4.0,3,39.206875
4237,8,1.0,1,1,4643,3,1.0,2.0,5.0,5.0,4,9,10,95.0,1,2,1,2.0,1.0,6,2,2,1,0.0,2,3,3.0,2,28.294983783783785
4241,2,2.0,7,3,1467,1,1.0,2.0,1.0,1.0,4,2,1,100.0,2,2,3,1.0,2.0,5,2,2,5,0.0,2,4,1.0,6,10.8524
4244,8,0.0,2,2,4004,3,1.0,1.0,2.0,4.0,4,10,994,95.0,1,5,1,1.0,1.0,1,1,2,2,0.0,3,5,0.0,2,42.0812875
4252,2,2.0,7,3,2328,3,2.0,2.0,1.0,2.0,4,4,1,100.0,1,3,3,2.0,2.0,1,2,1,1,0.0,1,7,1.0,3,63.2653164556962
4263,7,2.0,3,1,4918,3,2.0,2.0,3.0,3.0,4,9,2,100.0,1,2,2,2.0,2.0,7,2,1,2,0.0,1,7,2.0,6,236.07310655737706
4267,8,2.0,4,1,5518,2,1.0,1.0,3.0,3.0,4,10,11,75.0,1,5,2,2.0,1.0,6,2,1,3,0.0,2,7,5.0,2,45.25821666666667
4272,4,11.0,3,1,4309,3,2.0,2.0,2.0,2.0,4,6,1,100.0,2,9,2,2.0,2.0,4,2,2,1,0.0,2,2,3.0,7,139.67828571428572
4273,5,6.0,9,3,1365,2,2.0,2.0,2.0,2.0,4,6,1,80.0,2,1,4,2.0,2.0,1,2,2,2,0.0,1,3,4.0,7,30.99219512195122
4275,2,0.0,9,3,1278,3,2.0,2.0,5.0,2.0,4,2,1,100.0,1,4,4,2.0,2.0,4,2,2,1,0.0,1,2,0.0,3,77.80074074074074
4281,4,2.0,8,1,4324,1,2.0,2.0,2.0,2.0,4,2,1,100.0,1,10,4,2.0,2.0,1,2,1,1,0.0,2,7,4.0,6,9.75383606557377
4282,8,10.0,2,1,5560,3,1.0,2.0,3.0,3.0,4,10,3,98.0,1,2,1,1.0,1.0,6,2,2,2,0.0,2,6,5.0,5,58.2702447368421
4288,2,2.0,4,1,6849,3,2.0,2.0,1.0,1.0,4,3,1,100.0,2,10,2,2.0,2.0,4,2,2,4,0.0,2,3,3.0,5,50.526506024096385
4290,2,2.0,8,1,6418,3,2.0,2.0,3.0,2.0,4,2,1,100.0,1,3,4,2.0,2.0,5,2,2,3,0.0,2,4,2.0,7,72.97633333333333
4291,8,2.0,9,5,3225,3,1.0,2.0,3.0,3.0,4,10,6,99.0,1,9,4,2.0,1.0,1,2,2,3,0.0,1,4,4.0,2,137.0713627118644
4292,10,2.0,3,7,4896,3,1.0,2.0,3.0,6.0,4,12,995,97.0,1,2,2,2.0,1.0,6,2,2,3,0.0,2,3,5.0,4,104.67886428571428
4293,6,10.0,9,1,6675,3,2.0,2.0,2.0,1.0,4,3,1,100.0,2,8,4,2.0,2.0,5,2,2,3,0.0,3,4,2.0,7,27.4247875
4295,2,3.0,3,1,5815,3,2.0,2.0,1.0,1.0,4,2,3,45.0,1,2,2,2.0,2.0,4,2,2,1,0.0,2,3,2.0,2,226.27575757575758
4297,2,2.0,9,3,3338,2,1.0,1.0,2.0,2.0,4,2,1,60.0,1,2,4,2.0,1.0,4,2,2,1,0.0,1,6,2.0,5,155.8744
4305,5,2.0,9,5,2442,1,1.0,2.0,2.0,2.0,4,5,1,43.0,1,2,4,2.0,1.0,4,2,2,2,2.0,1,5,3.0,6,24.727493975903613
4312,5,2.0,4,1,6307,2,2.0,2.0,2.0,2.0,4,7,3,100.0,1,2,2,2.0,2.0,1,2,2,1,2.0,2,5,4.0,6,142.07280808080807
4313,3,1.0,4,1,6161,3,2.0,2.0,1.0,1.0,4,4,2,100.0,1,10,2,2.0,2.0,4,2,1,1,0.0,2,7,2.0,4,20.929555555555556
4316,2,2.0,9,3,721,3,2.0,2.0,0.0,3.0,4,3,1,100.0,2,10,4,2.0,2.0,1,2,2,1,0.0,1,4,2.0,3,50.73476923076923
4320,8,2.0,8,1,4093,3,1.0,2.0,3.0,3.0,4,9,10,85.0,2,8,4,2.0,1.0,1,2,2,1,0.0,2,5,4.0,4,77.29195774647887
4328,2,6.0,5,2,2858,3,2.0,2.0,5.0,2.0,4,3,1,100.0,1,2,3,2.0,2.0,4,2,2,1,2.0,2,5,3.0,9,136.51863636363638
4329,7,2.0,9,5,2154,3,2.0,2.0,3.0,3.0,4,9,5,100.0,2,2,4,2.0,2.0,6,2,2,8,0.0,2,4,5.0,9,70.88932631578948
4330,4,2.0,1,1,4753,3,1.0,1.0,2.0,2.0,4,5,2,100.0,1,1,1,1.0,1.0,2,2,2,1,0.0,2,6,3.0,4,56.58979166666666
4331,2,3.0,5,3,947,1,2.0,2.0,6.0,0.0,1,2,1,100.0,1,3,3,2.0,2.0,2,2,2,1,2.0,1,5,1.0,5,44.24923076923077
4333,3,2.0,6,3,1293,3,2.0,2.0,2.0,2.0,4,4,1,100.0,2,3,3,2.0,2.0,5,2,2,1,0.0,2,3,2.0,7,45.57866666666666
4335,10,4.0,5,7,3293,3,1.0,2.0,3.0,4.0,4,12,9,100.0,1,8,3,2.0,1.0,2,1,1,1,0.0,1,7,3.0,2,77.58363785714286
4337,4,2.0,2,1,5418,3,2.0,2.0,1.0,1.0,4,4,2,50.0,1,3,1,2.0,2.0,4,2,2,1,0.0,2,4,2.0,7,146.5577142857143
4340,2,2.0,9,3,2325,3,2.0,2.0,2.0,2.0,4,3,1,100.0,1,2,4,2.0,2.0,4,2,2,1,0.0,1,5,2.0,3,54.588
4353,7,2.0,7,3,1480,2,2.0,2.0,2.0,2.0,4,8,6,99.0,1,2,3,2.0,1.0,1,2,2,6,0.0,2,4,5.0,8,99.74690666666666
4355,6,2.0,8,3,1840,2,2.0,2.0,3.0,3.0,4,6,2,40.0,1,9,4,2.0,2.0,6,2,2,3,0.0,2,4,2.0,7,53.06955128205128
4361,7,2.0,2,1,3813,2,1.0,2.0,2.0,6.0,4,9,9,98.0,1,3,1,2.0,1.0,8,2,2,6,0.0,2,4,6.0,6,75.061575
4363,2,3.0,1,1,5201,1,1.0,1.0,6.0,3.0,4,3,3,50.0,2,1,1,1.0,1.0,4,2,2,4,0.0,2,3,1.0,1,33.85820224719101
4364,5,2.0,5,2,4429,3,0.0,0.0,5.0,5.0,1,6,3,40.0,2,2,3,0.0,0.0,6,2,2,2,0.0,2,4,3.0,10,23.572629213483147
4365,2,2.0,7,2,3184,3,2.0,2.0,5.0,5.0,4,3,1,100.0,2,10,3,2.0,2.0,2,2,2,1,0.0,2,3,2.0,7,42.90531914893617
4366,4,0.0,9,5,2487,3,2.0,2.0,1.0,2.0,4,4,2,100.0,1,2,4,2.0,2.0,4,2,2,1,2.0,1,5,0.0,2,14.885302325581396
4367,6,11.0,3,1,3420,3,2.0,2.0,3.0,3.0,4,6,5,90.0,2,10,2,2.0,2.0,6,2,2,3,0.0,2,4,5.0,5,95.74169491525424
4371,7,8.0,5,2,2641,3,2.0,2.0,3.0,3.0,4,9,8,100.0,2,3,3,2.0,2.0,6,2,2,3,0.0,2,4,3.0,4,126.43599305555556
4377,2,1.0,7,3,526,3,2.0,2.0,2.0,2.0,4,3,1,100.0,1,2,3,1.0,2.0,2,2,2,1,0.0,3,3,2.0,7,88.98795180722891
4381,4,1.0,7,3,1560,3,2.0,2.0,2.0,1.0,4,4,2,100.0,1,5,3,2.0,2.0,4,2,2,1,0.0,1,4,2.0,5,14.574833333333334
4385,7,9.0,9,1,6196,3,1.0,1.0,2.0,2.0,4,8,2,75.0,2,2,4,2.0,1.0,7,2,2,2,0.0,2,4,6.0,7,56.332811475409834
4390,2,2.0,8,1,6919,3,2.0,2.0,2.0,2.0,4,3,1,100.0,2,3,4,2.0,2.0,5,2,2,5,1.0,3,3,1.0,7,136.260625
4396,4,2.0,9,3,1288,1,2.0,2.0,5.0,5.0,4,6,2,100.0,2,2,4,2.0,2.0,1,2,2,2,0.0,1,4,2.0,6,29.90723595505618
4429,8,0.0,5,2,3740,2,0.0,0.0,2.0,2.0,4,8,994,75.0,2,1,3,0.0,0.0,4,2,2,6,0.0,3,4,0.0,10,89.8368081632653
4434,5,3.0,7,3,2160,3,2.0,2.0,3.0,3.0,4,6,1,100.0,1,10,3,2.0,2.0,6,2,1,1,0.0,2,7,3.0,6,93.39850704225353
4441,2,2.0,5,2,2112,3,2.0,2.0,1.0,1.0,4,2,1,100.0,2,3,3,2.0,2.0,2,2,2,1,0.0,2,3,2.0,6,17.2525
4443,4,2.0,9,3,1221,1,2.0,2.0,2.0,2.0,4,5,1,100.0,2,3,4,2.0,2.0,4,2,2,2,0.0,3,3,4.0,7,82.65664285714286
4475,2,9.0,4,2,5054,3,2.0,2.0,2.0,2.0,4,2,2,100.0,2,3,2,2.0,1.0,1,2,2,1,2.0,2,2,1.0,4,282.77885714285713
4476,6,0.0,1,1,6319,3,2.0,2.0,3.0,4.0,4,7,6,95.0,1,3,1,2.0,1.0,6,1,2,1,0.0,3,4,0.0,5,60.92540322580645
4478,7,8.0,2,1,5027,3,2.0,2.0,2.0,2.0,4,6,4,30.0,2,2,1,2.0,2.0,1,2,2,1,2.0,2,4,3.0,7,56.5581724137931
4482,2,2.0,9,3,3879,3,1.0,2.0,2.0,2.0,4,4,1,100.0,2,9,4,2.0,1.0,4,2,2,4,0.0,3,3,2.0,5,35.41267605633803
4485,3,9.0,1,1,6014,2,1.0,2.0,2.0,3.0,4,4,2,100.0,2,5,1,2.0,1.0,4,2,2,4,0.0,1,4,2.0,3,52.64774647887324
4486,6,3.0,2,1,4915,2,2.0,2.0,5.0,5.0,4,6,1,100.0,2,10,1,2.0,2.0,1,2,2,3,0.0,2,4,3.0,9,34.92996153846154
4489,2,1.0,7,3,1021,3,1.0,2.0,1.0,1.0,4,3,2,100.0,1,3,3,2.0,1.0,1,2,2,4,0.0,2,4,2.0,6,115.22194444444445
4498,3,2.0,1,1,4772,3,2.0,2.0,2.0,2.0,4,4,2,100.0,2,3,1,2.0,2.0,1,2,2,3,0.0,2,4,2.0,4,60.60474358974359
4500,8,1.0,2,2,3705,3,1.0,1.0,3.0,3.0,4,10,6,65.0,2,2,1,2.0,1.0,7,2,2,2,0.0,3,3,2.0,5,169.4703770491803
4503,5,2.0,3,1,4930,3,2.0,2.0,2.0,3.0,4,6,3,95.0,2,2,2,2.0,2.0,1,2,2,1,0.0,2,3,3.0,4,132.80026086956522
4508,2,2.0,1,1,7693,3,2.0,1.0,6.0,1.0,4,2,2,100.0,1,2,1,2.0,1.0,4,2,2,4,2.0,1,3,3.0,8,120.26270833333334
4511,6,2.0,7,3,1937,3,1.0,2.0,3.0,3.0,4,8,4,100.0,2,3,3,2.0,1.0,4,2,2,3,0.0,3,4,6.0,4,120.18055102040816
4512,2,2.0,8,1,5248,1,2.0,2.0,1.0,1.0,4,3,2,50.0,1,2,4,2.0,2.0,4,2,2,1,0.0,3,3,2.0,5,23.7453125
4514,5,2.0,5,3,682,3,2.0,2.0,3.0,3.0,4,7,4,100.0,1,6,3,2.0,2.0,1,2,2,3,0.0,1,4,3.0,5,87.35954761904762
4519,10,11.0,5,7,3210,2,2.0,2.0,3.0,4.0,4,12,994,100.0,1,8,3,2.0,2.0,1,1,1,2,0.0,2,7,3.0,7,179.70599357142856
4520,2,2.0,9,3,1361,3,1.0,2.0,2.0,2.0,4,2,1,100.0,1,3,4,2.0,1.0,6,2,2,1,0.0,2,4,3.0,2,23.6778125
4525,8,2.0,2,1,5283,3,1.0,2.0,2.0,2.0,4,10,2,95.0,1,2,1,2.0,1.0,6,2,2,3,3.0,2,5,2.0,5,73.10683529411764
4534,2,0.0,6,2,3064,3,2.0,2.0,2.0,2.0,4,3,2,100.0,2,3,3,2.0,2.0,6,2,2,1,2.0,2,3,0.0,1,15.776
4555,6,2.0,9,3,926,3,2.0,2.0,2.0,2.0,4,7,2,100.0,2,2,4,2.0,2.0,1,2,2,2,0.0,2,3,1.0,5,53.578675675675676
4565,3,2.0,3,1,5195,3,1.0,1.0,1.0,2.0,4,3,3,75.0,1,2,2,2.0,1.0,6,2,1,9,0.0,2,7,4.0,2,17.6391
4567,5,0.0,5,3,147,3,2.0,2.0,3.0,2.0,4,6,3,100.0,1,2,3,2.0,2.0,1,2,2,3,0.0,1,3,0.0,3,62.11306666666667
4575,2,2.0,9,5,4553,3,2.0,2.0,6.0,6.0,4,2,2,100.0,2,2,4,2.0,1.0,4,2,2,4,0.0,1,3,2.0,1,28.6748
4587,4,2.0,3,1,5412,3,2.0,2.0,1.0,1.0,4,3,2,100.0,1,2,2,2.0,2.0,4,2,2,1,0.0,2,3,1.0,6,50.5634
4596,5,2.0,2,1,5706,3,2.0,2.0,2.0,3.0,4,6,2,100.0,1,10,1,2.0,1.0,6,2,1,1,0.0,2,7,4.0,6,112.8827619047619
4601,8,11.0,2,1,4768,3,2.0,2.0,3.0,3.0,4,8,6,100.0,2,2,1,2.0,2.0,1,2,2,1,0.0,2,3,3.0,7,80.015244
4605,9,2.0,9,5,2856,2,1.0,2.0,3.0,3.0,4,10,995,93.0,2,2,4,2.0,1.0,7,2,2,2,0.0,1,4,5.0,5,41.94056375
4607,5,2.0,4,2,3881,3,1.0,2.0,2.0,6.0,4,5,2,50.0,1,2,2,2.0,1.0,6,2,2,2,0.0,2,5,6.0,6,55.299638888888886
4608,9,2.0,3,1,5659,3,2.0,2.0,3.0,2.0,4,8,13,60.0,1,2,2,2.0,1.0,6,2,2,4,0.0,2,5,4.0,6,143.1473037053926
4611,2,1.0,9,5,1490,3,2.0,2.0,2.0,2.0,4,4,1,100.0,1,3,4,2.0,2.0,2,2,2,1,0.0,1,5,3.0,2,45.93435897435897
4628,2,2.0,5,2,3253,2,1.0,1.0,6.0,6.0,4,2,3,100.0,1,3,3,2.0,1.0,4,2,2,3,0.0,1,4,3.0,2,32.78785714285714
4630,2,2.0,3,1,4480,3,1.0,2.0,5.0,1.0,4,2,1,20.0,2,2,2,2.0,2.0,6,2,2,1,0.0,2,3,2.0,4,56.8322
4634,3,2.0,7,3,1199,3,1.0,1.0,1.0,2.0,4,5,1,100.0,1,3,3,2.0,1.0,5,2,2,4,0.0,1,3,2.0,7,54.81246153846154
4637,5,2.0,7,2,3094,2,1.0,1.0,1.0,2.0,4,6,3,100.0,2,2,3,2.0,2.0,6,2,2,1,0.0,3,4,2.0,2,23.49646153846154
4641,3,1.0,9,3,650,3,2.0,2.0,3.0,3.0,4,4,3,100.0,2,2,4,2.0,2.0,2,2,2,1,0.0,2,4,4.0,6,94.76055555555556
4644,2,2.0,1,1,4793,1,2.0,2.0,0.0,0.0,1,3,3,100.0,1,10,1,2.0,2.0,5,2,2,4,2.0,2,2,3.0,9,6.661666666666667
4645,8,2.0,5,3,69,1,2.0,2.0,3.0,0.0,4,9,14,95.0,2,2,3,2.0,2.0,2,2,2,2,0.0,2,4,3.0,7,49.124624137931036
4651,5,7.0,8,1,6159,3,0.0,0.0,7.0,2.0,4,5,1,50.0,2,3,4,0.0,0.0,6,2,2,1,0.0,2,3,3.0,10,34.73154430379747
4658,2,2.0,1,1,6114,3,2.0,2.0,2.0,1.0,4,4,3,67.0,2,2,1,1.0,2.0,4,2,2,1,0.0,3,3,2.0,1,134.98964285714285
4660,9,11.0,5,2,3632,2,1.0,2.0,2.0,2.0,4,10,994,100.0,1,2,3,1.0,1.0,6,2,1,3,0.0,3,7,3.0,6,74.18135714285714
4670,2,2.0,3,1,4685,3,2.0,2.0,5.0,3.0,4,5,2,100.0,1,2,2,2.0,2.0,6,2,2,1,0.0,2,4,2.0,2,167.0025
4671,3,9.0,4,1,5243,3,2.0,2.0,1.0,2.0,4,3,1,85.0,2,10,2,2.0,2.0,6,2,2,2,0.0,2,4,4.0,6,101.92296296296297
4675,3,2.0,2,1,4696,3,2.0,2.0,2.0,2.0,4,4,1,85.0,1,3,1,2.0,2.0,4,2,2,4,0.0,2,4,2.0,7,254.8012
4676,7,0.0,3,1,4516,3,2.0,2.0,2.0,3.0,4,6,8,30.0,1,1,2,2.0,2.0,6,2,2,1,0.0,3,4,0.0,1,88.89393333333334
4683,5,2.0,5,2,3453,3,1.0,2.0,2.0,2.0,4,6,2,75.0,2,3,3,2.0,1.0,5,2,2,1,0.0,2,4,4.0,7,44.736781609195404
4686,4,2.0,3,1,4644,3,2.0,2.0,2.0,2.0,4,5,2,80.0,2,2,2,2.0,2.0,5,2,2,5,0.0,3,5,1.0,5,148.80042857142857
4695,6,3.0,2,1,6328,3,2.0,2.0,2.0,2.0,4,7,1,80.0,2,2,1,2.0,2.0,6,2,2,6,0.0,2,4,4.0,8,48.26643548387097
4696,2,2.0,6,3,1797,3,2.0,2.0,2.0,2.0,4,2,1,50.0,1,2,3,2.0,2.0,5,2,2,1,0.0,1,3,2.0,8,129.54266666666666
4699,5,9.0,5,2,2183,3,2.0,2.0,1.0,2.0,4,6,2,90.0,1,2,3,2.0,2.0,6,2,2,4,0.0,3,4,1.0,5,54.804425
4707,2,2.0,2,2,4708,3,2.0,2.0,1.0,3.0,4,2,3,75.0,1,3,1,2.0,2.0,4,2,2,4,0.0,1,4,1.0,2,88.99387096774194
4717,3,3.0,9,5,4734,3,2.0,2.0,5.0,5.0,4,2,1,100.0,2,3,4,2.0,2.0,2,2,2,3,0.0,2,3,2.0,7,56.96026315789474
4719,5,2.0,9,3,1303,3,2.0,2.0,2.0,2.0,1,7,2,100.0,2,3,4,1.0,2.0,2,2,2,1,0.0,1,4,3.0,6,24.896607142857142
4721,3,0.0,9,3,857,3,1.0,2.0,5.0,5.0,4,3,1,100.0,2,2,4,2.0,1.0,6,2,2,2,2.0,1,4,0.0,6,18.637777777777778
4731,2,2.0,3,2,4533,3,2.0,2.0,1.0,6.0,4,2,1,100.0,2,3,2,2.0,2.0,5,2,2,5,0.0,2,3,5.0,5,37.11888888888889
4734,3,9.0,5,2,2725,3,2.0,2.0,5.0,5.0,4,5,1,100.0,2,10,3,2.0,2.0,1,2,2,1,0.0,1,4,2.0,5,22.355
4742,6,3.0,3,1,5503,3,2.0,2.0,2.0,2.0,4,6,1,62.0,1,1,2,2.0,2.0,1,2,2,1,1.0,2,3,2.0,6,49.682966666666665
4745,5,4.0,9,3,2404,3,1.0,2.0,2.0,3.0,4,7,1,100.0,2,10,4,2.0,1.0,4,2,2,1,0.0,3,3,3.0,4,24.74865909090909
4747,2,4.0,7,3,1196,2,2.0,2.0,1.0,2.0,4,2,1,100.0,1,3,3,2.0,2.0,4,2,2,1,0.0,3,4,1.0,5,47.81333333333333
4753,5,9.0,9,1,6626,3,2.0,1.0,2.0,7.0,4,5,1,92.0,2,10,4,2.0,1.0,6,2,2,1,0.0,2,3,3.0,4,11.332175438596492
4763,3,2.0,7,3,959,3,1.0,1.0,2.0,2.0,4,5,1,100.0,2,5,3,2.0,1.0,5,2,2,1,0.0,2,3,2.0,6,34.34101265822785
4764,9,2.0,2,2,3585,3,1.0,1.0,3.0,4.0,4,11,995,80.0,1,1,1,1.0,2.0,6,1,2,6,0.0,2,5,6.0,4,67.76013875
4772,7,2.0,2,1,5565,2,2.0,2.0,2.0,3.0,4,7,3,100.0,2,2,1,2.0,2.0,6,2,2,6,1.0,2,3,4.0,8,124.39683823529411
