ID,PublicORResidential,city,principleActivity,ClimateZone,BuildingArea,numFloorAbove,numFloorBelow,WWR_South,WWR_North,WWR_East,WWR_West,ExWindowHTC,SC,RoofHTC,ExWallHTC,exWinAirtightness,HeatingLoad,CoolingLoad
1400,1,suzhou,7,3,5573,11,2,0.32,0.25,0.05,0.05,3,0.82,0.63,0.58,6,16.84,24.84
1401,0,suzhou,5,3,69197,5,2,0.53,0.41,0.29,0.41,2.5,0.59,0.54,0.32,3,106.84,114.3
1402,0,wuxi,1,3,6286,2,0,0.34,0.23,0.16,0.13,2.6,0.39,0.39,0.41,6,16.16,17.89
1404,0,0tong,3,3,13254,7,0,0.45,0.49,0.53,0.5,2.7,0.4,0.52,0.71,3,104.58,128.19
1405,1,wuxi,7,3,8843,16,0,0.01,0.29,0.01,0.29,2.4,0.3,0.64,0.655,6,18.67,5.83
1406,0,suzhou,3,3,14028,9,1,0.8,0.74,0.56,0.55,2.4,0.55,0.67,0.61,1,74.5,104.22
1407,1,0jing,7,3,14224,19,0,0,0,0.16,0.14,2.5,0.86,0.763,0.767,6,29.21,34.12
1408,0,xuzhou,3,2,21784,5,0,0.53,0.68,0.57,0.72,1.94,0.41,0.37,0.39,4,117.63,136.73
1409,0,zhenjiang,3,3,40024,19,0,0.31,0.31,0.24,0.24,2,0.28,0.22,0.36,8,7.5,7.5
1410,0,xuzhou,3,2,28870,19,0,0.62,0.65,0.58,0.57,1.9,0.43,0.49,0.441,3,1.71,62.58
1411,1,suqian,7,3,4309,6,0,0.41,0.29,0.02,0.02,2.5,0.86,0.84,1.15,4,3.37,8.04
1412,0,yancheng,1,3,9783,3,0,0.1,0.77,0.07,0.06,2.4,0.78,0.57,0.46,3,154.25,223.45
1414,0,xuzhou,3,2,27180,13,0,0.42,0.39,0.26,0.38,2.2,0.39,0.54,0.41,6,106.7,117.73
1415,1,huaian,7,3,26592,27,0,0.31,0.26,0.03,0.03,2.57,0.81,0.43,0.4,6,33.05,45.33
1416,0,0jing,3,3,54677,24,0,0.43,0.41,0.42,0.43,2.5,0.38,0.41,0.38,4,4.12,4.12
1417,0,0jing,3,3,38980,2,0,0.02,0.02,0,0.07,2.46,0.89,0.53,0.73,3,51.69,50.96
1418,1,taizhou,7,3,484,3,0,0,0,0.2,0.19,2.2,0.21,0.286,0.391,6,19.72,13.61
1419,0,wuxi,1,3,3017,2,0,0,0.41,0.03,0.28,2,0.64,0.46,0.59,6,65.73,79.53
1420,1,huaian,7,3,4246,6,0,0.44,0.36,0.13,0.13,2.7,0.8,0.6,0.58,4,25.58,41.62
1421,0,changzhou,6,3,8334,5,0,0.17,0.29,0.16,0.08,1.6,0.47,0.65,0.64,3,58.31,64.18
1422,1,huaian,7,3,3108,6,0,0.29,0.22,0.1,0.11,2.8,0.27,0.7,1.02,4,15.54,22.58
1424,0,wuxi,3,3,32516,9,0,0.33,0.19,0.31,0.16,2.7,0.26,0.464,1.28,7,13.99,44.6
1425,1,suzhou,7,3,6812,12,1,0.28,0.21,0.11,0.11,2.8,0.79,0.88,1.01,6,28.51,45.92
1426,0,suzhou,3,3,41941,18,1,0.57,0.53,0.55,0.54,2.4,0.33,1.07,0.42,3,72.9,89.91
1427,0,xuzhou,1,2,38180,19,0,0.25,0.23,0.13,0.05,2.6,0.71,0.52,0.44,6,2.8,70.25
1428,0,0jing,3,3,28341,5,1,0.65,0.39,0.45,0.49,2.4,0.46,0.66,0.86,4,43.9,63.67
1429,1,suqian,7,3,3717,5,0,0.34,0.25,0,0,2.1,0.15,0.62,0.59,6,19.55,4.49
1430,1,wuxi,7,3,4810,6,0,0.31,0.24,0.01,0.01,2.4,0.19,0.784,0.756,7,105.92,26.95
1431,1,0jing,7,3,1998,3,1,0.29,0.15,0.12,0.13,2.4,0.62,0.44,0.59,6,12.24,19.28
1432,1,taizhou,7,3,5488,8,0,0.39,0.25,0.06,0.1,2.5,0.86,0.72,0.98,6,3.58,5.22
1434,0,wuxi,3,3,13701,7,0,0.63,0.61,0.82,0.83,2.4,0.38,0.3,0.4,3,162.56,181.75
1435,1,taizhou,7,3,2966,5,0,0.3,0.16,0.16,0.16,3.2,0.83,0.59,0.97,6,29.13,46.46
1436,1,taizhou,7,3,21753,34,0,0.45,0.2,0.07,0.07,3.08,0.47,0.747,1.28,6,19.88,11.19
1437,1,huaian,7,3,23119,2,0,0.43,0.25,0.07,0.08,3,0.34,0.72,0.62,4,42.7,59.05
1438,0,suzhou,1,3,24955,4,0,0.55,0.44,0.57,0.27,2.7,0.57,0.35,0.55,4,90.13,180.86
1439,0,yangzhou,6,3,6384,4,0,0.15,0.23,0.07,0.18,2.2,0.83,0.651,0.839,6,36.65,65.38
1440,0,yangzhou,3,3,153060,4,1,0.57,0.55,0.33,0.36,2.4,0.34,0.37,0.51,3,72.48,114.18
1441,1,taizhou,7,3,3126,6,0,0.32,0.29,0,0,3.5,0.84,0.56,0.89,6,13.89,13.71
1442,1,wuxi,7,3,10811,17,0,0.36,0.19,0.06,0.07,2.03,0.56,0.33,0.53,7,15.74,44.22
1444,0,suzhou,3,3,33573,22,0,0.8,0.8,0.73,0.72,2.4,0.26,0.43,0.33,3,19.23,25.11
1445,1,suzhou,7,3,4147,7,1,0.33,0.21,0.01,0.01,2,0.4,0.31,0.37,2,22.57,27.53
1446,0,wuxi,3,3,23848,8,0,0.32,0.32,0.14,0.17,2.6,0.36,0.29,0.66,2,67.1,87.2
1447,1,huaian,7,3,4868,6,0,0.3,0.23,0.12,0.12,2.8,0.86,0.52,0.92,6,21.36,40.07
1448,0,taizhou,6,3,17507,4,0,0.31,0.25,0.21,0.19,2.5,0.62,0.529,0.376,6,25.59,19.37
1449,1,suzhou,7,3,5813,18,1,0.39,0.23,0.03,0.03,2.7,0.36,0.7,0.92,7,11.67,11.67
1450,0,xuzhou,3,2,33688,30,0,0.66,0.74,0.53,0.44,1.9,0.37,0.394,0.327,3,6.54,51.28
1451,1,0jing,7,3,5931,11,1,0.32,0.26,0.06,0.07,2.8,0.7,1.5,1.15,6,37.87,36.42
1452,1,suzhou,7,3,31341,40,2,0.35,0.22,0.06,0.05,2.3,0.5,0.63,0.72,6,15.48,29.11
1454,0,yangzhou,3,3,58266,11,2,0.85,0.89,0.77,0.79,2,0.33,0.52,0.61,4,62.17,70.24
1455,0,0tong,3,3,162559,35,2,0.61,0.58,0.62,0.58,1.6,0.36,0.62,0.76,4,88.36,176.71
1456,1,wuxi,7,3,19995,33,1,0.39,0.25,0.03,0.01,2.6,0.83,0.37,0.78,6,11.93,28.33
1457,0,huaian,5,3,24387,13,1,0.37,0.3,0.17,0.18,2.41,0.61,0.59,0.95,3,74.68,88.08
1458,0,wuxi,3,3,69810,11,1,0.55,0.51,0.28,0.31,2.7,0.62,0.477,0.583,2,35.8,44.52
1459,1,taizhou,7,3,4305,7,0,0.12,0.21,0.09,0.1,2.92,0.26,0.63,0.68,6,3.28,13.96
1460,1,suzhou,7,3,6075,11,0,0.22,0.27,0.09,0.09,2.3,0.4,0.54,0.54,4,26.03,37.32
1461,1,lianyungang,7,2,4197,6,0,0.38,0.31,0.13,0.13,2.9,0.84,0.499,1.05,7,26.75,22.39
1462,0,suzhou,3,3,98803,26,0,0.42,0.42,0.4,0.39,1.3,0.36,0.57,0.48,3,42.78,56.42
1464,0,suzhou,3,3,79930,21,1,0.61,0.73,0.74,0.62,2.3,0.5,0.47,0.65,3,41.34,78.52
1465,0,0jing,3,3,123864,25,0,0.9,0.92,0.91,0.92,2.2,0.29,0.712,0.577,4,17.63,57.46
1466,1,suzhou,7,3,1244,3,0,0.28,0.2,0.12,0.13,2.6,0.57,0.47,0.56,5,11.79,18.71
1467,1,huaian,7,3,3494,6,0,0.3,0.25,0.08,0.08,3,0.44,0.61,1.12,4,24.9,37.84
1468,1,huaian,7,3,14727,18,1,0,0.51,0.21,0.15,3.2,0.13,0.7,0.72,6,21.24,38.64
1469,1,zhenjiang,7,3,2273,7,0,0.36,0.24,0.02,0.01,2.4,0.34,0.73,0.85,6,11.8,7.81
1470,0,zhenjiang,4,3,55508,24,0,0.79,0.41,0.81,0.63,1.91,0.33,0.38,0.56,4,18.78,43.67
1471,1,xuzhou,7,2,4901,7,1,0.48,33,0.02,0.02,2.7,0.5,0.326,0.471,6,11.34,13.91
1472,0,xuzhou,5,2,30843,16,1,0.28,0.24,0.09,0.23,2.7,0.34,0.4,0.404,6,38.66,46.98
1473,0,zhenjiang,3,3,23510,22,0,0.77,0.34,0.14,0.21,1.8,0.46,0.561,0.74,3,12.1,45.43
1474,0,suzhou,3,3,224133,33,4,0.76,0.78,0.79,0.78,2.3,0.25,0.43,0.44,3,125.88,98.08
1475,0,wuxi,1,3,5177,3,0,0.13,0.21,0.38,0.23,2.5,0.22,0.526,0.649,3,3.1,35.23
1476,0,suzhou,4,3,1458,2,0,0.17,0.33,0.47,0.41,2.7,0.29,0.43,0.47,1,23.39,42.56
1477,0,taizhou,3,3,5956,3,0,0.35,0.32,0.14,0.19,2.6,0.48,0.47,0.47,6,7.08,5.13
1478,1,changzhou,7,3,5073,10,0,0.3,0.26,0.14,0.11,2.8,0.58,0.59,1.1,6,28.69,45.81
1479,1,suqian,4,3,3846,6,0,0.19,0.21,0.11,0.11,3.5,0.84,0.65,1.08,6,3.04,3.51
1480,1,0tong,7,3,3220,6,0,0.45,0.25,0.08,0.08,3.6,0.45,101.3,101.04,4,23.03,35.12
1481,1,wuxi,7,3,769,2,0,0.23,0.24,0,0,2.18,0.62,0.2,0.39,6,19.48,37.55
1482,1,lianyungang,7,2,6235,6,0,0.29,0.18,0.09,0.11,3,0.89,0.74,0.44,4,45.78,8.97
1483,1,suzhou,7,3,2720,6,1,0.34,0.28,0.09,0.09,2.4,0.78,0.48,0.83,6,11.76,20.92
1484,1,suzhou,7,3,1006,2,1,0.49,0.24,0.09,0.01,2.4,0.4,0.49,0.44,6,45.22,62.65
1485,0,0jing,3,3,48855,5,0,0.24,0.11,0.25,0.15,2.6,0.5,0.595,0.579,6,23.61,20.71
1486,1,lianyungang,7,2,2490,5,0,0.32,0.2,0.06,0.11,3,0.89,0.405,0.481,5,44.58,23.89
1487,0,wuxi,3,3,31900,12,0,0.34,0.19,0.14,0.14,2.4,0.24,0.3,0.26,1,19.54,19.54
1488,1,xuzhou,7,2,2574,6,1,0.36,0.21,0,0,2.6,0.5,0.47,0.73,4,25.44,0
1489,0,yancheng,1,3,48911,6,0,0.16,0.17,0.21,0.22,2.36,0.59,0.41,0.48,1,28.88,85.53
1490,1,taizhou,7,3,2278,6,0,0.26,0.22,0.03,0.03,2.9,0.86,0.71,1.03,6,7.22,8.94
1491,1,taizhou,7,3,5936,14,0,0.33,0.35,0.04,0.04,2.84,0.53,0.801,0.566,6,19.43,5.77
1492,1,suzhou,7,3,6058,11,0,0.26,0.3,0.15,0.15,2.3,0.4,0.55,0.55,6,25.41,1.36
1493,1,xuzhou,7,2,4392,6,0,0.21,0.23,0.07,0.04,2.9,0.56,0.48,1.07,6,20.85,0
1494,1,wuxi,7,3,808,3,0,0.09,0.1,0.09,0.09,3,0.75,0.6,0.56,4,13.1,12.27
1495,0,suzhou,3,3,29073,19,0,0.33,0.41,0.33,0.42,1.63,0.4,0.57,0.53,6,90.54,107.86
1496,1,suzhou,7,3,5590,10,1,0.21,0.12,0,0,3.2,0.47,0.34,0.84,6,14.44,22.38
1497,0,huaian,3,3,44168,5,1,0.61,0.34,0.43,0.45,2.3,0.51,0.45,0.35,3,110.31,146.8
1498,0,wuxi,1,3,9376,3,0,0.23,0.21,0.08,0.04,2.7,0.75,0.591,0.596,8,18.24,55.58
1499,0,0tong,3,3,41713,5,1,0.42,0.46,0.45,0.42,1.6,0.34,0.37,0.54,3,58.25,117.78
1500,1,suzhou,7,3,3507,5,1,0.37,0.29,0.07,0.07,2.8,0.44,0.48,0.77,6,38.18,57.53
2000,0,suzhou,3,3,27676,4,1,0.22,0.19,0,0.14,1.66,0.4,0.57,0.53,4,72.49,88.05
2001,1,suzhou,7,3,1233,4,3,0.31,0.23,0.1,0.08,2.6,0.49,0.56,0.49,6,44.33,63.45
2002,0,taizhou,3,3,68404,24,1,0.67,0.55,0.71,0.54,2.4,0.31,0.57,0.38,3,10.17,10.17
2003,0,0tong,3,3,14790,8,8,0.61,0.57,0.28,0.24,2.5,0.4,0.63,0.71,3,96.18,117.14
2004,1,0jing,7,3,5775,6,6,0.24,0.2,0.01,0.01,1.8,0.57,0.591,0.803,4,18.94,13.15
2005,0,yangzhou,3,3,2619,4,5,0.4,0.29,0,0.05,2.88,0.62,0.44,0.51,6,57.47,56.45
2006,0,yancheng,6,3,5068,7,3,0.44,0.2,0.28,0.11,2.5,0.49,0.49,0.76,1,102.49,117.25
2007,1,suqian,7,3,3537,10,0,0.35,0.27,0,0,3.9,0.84,0.83,1.16,6,3.19,6.9
2008,1,suzhou,7,3,2514,5,2,0.12,0.2,0.07,0.07,2.5,0.76,0.61,0.99,6,25.83,44.9
2009,0,0jing,3,3,28972,5,2,0.6,0.54,0.56,0.54,2.4,0.35,0.6,0.78,3,43.5,43.9
2010,1,0tong,7,3,6974,11,0,0.37,0.29,0.14,0.14,3,0.33,0.75,0.96,6,22.34,33.54
2011,0,suzhou,3,3,4134,4,3,0.14,0.12,0.02,0.01,2.64,0.55,0.66,0.73,4,65.58,81.23
2012,0,yangzhou,3,3,36833,5,1,0.3,0.32,0.29,0.27,2.1,0.36,0.46,0.57,3,60.08,90.48
2013,0,xuzhou,2,2,68281,6,2,0.45,0.48,0.33,0.32,1.79,0.5,0.311,0.314,3,51.84,50.98
2014,1,xuzhou,7,2,5626,11,1,0.3,0.24,0.05,0.05,2.23,0.84,0.53,0.8,6,9.75,8.5
2015,0,suzhou,4,3,153063,38,8,0.75,0.74,0.71,0.67,2.3,0.23,0.44,0.72,4,60.58,67.13
2016,1,yangzhou,7,3,4116,6,6,0.38,0.3,0.11,0.07,2.36,0.78,0.52,0.57,6,15.9,19.29
2017,0,xuzhou,2,2,785,2,2,0.39,0.25,0.55,0.29,2,0.34,0.382,0.433,3,127.43,197.52
2018,1,huaian,7,3,19110,6,6,0.38,0.23,0.03,0.02,2.5,0.24,0.55,1.22,5,30.81,34.6
2019,0,wuxi,1,3,29025,31,1,0.33,0.25,0.21,0.21,2.7,0.31,0.562,0.623,6,28.65,41.82
2020,1,wuxi,7,3,2188,5,3,0.24,0.21,0.06,0.06,3.5,0.81,0.49,0.49,6,22.8,44.85
2021,1,suzhou,7,3,5312,12,2,0.47,0.33,0.04,0.04,3.2,0.49,0.64,0.84,6,17.34,29.89
2022,1,taizhou,7,3,801,3,6,0.33,0.3,0.14,0.14,3.5,0.83,0.61,0.54,7,66.21,66.21
2023,0,xuzhou,3,2,27256,13,3,0.3,0.37,0.33,0.31,3.46,0.82,0.43,0.48,6,53.21,150.52
2024,0,suzhou,3,3,31913,23,3,0.76,0.77,0.4,0.79,2.4,0.38,0.49,0.62,3,63.4,143.09
2025,1,wuxi,7,3,13318,8,7,0.55,0.3,0.08,0.08,2.6,0.4,0.662,0.885,6,10.52,9.16
2026,1,0jing,7,3,4234,10,0,0.29,0.14,0.02,0.03,4.95,0.47,0.601,0.78,6,17.91,12.46
2027,1,suqian,4,3,3840,10,9,0.18,0.26,0.09,0.09,3.5,0.84,0.65,1.08,6,2.92,3.83
2028,0,zhenjiang,3,3,20760,20,0,0.73,0.17,0.12,0.2,1.8,0.46,0.646,0.669,3,22.69,65.45
2029,0,yangzhou,7,3,1575,3,0,0.34,0.13,0.37,0.13,3.4,0.86,0.591,0.833,6,35.62,72.03
2030,0,xuzhou,3,2,17984,19,9,0.73,0.73,0.51,0.51,1.79,0.5,0.311,0.314,3,76.13,126.54
2031,0,xuzhou,5,2,23561,14,1,0.48,0.55,0.25,0.25,2.4,0.65,0.5,0.36,6,49.78,69.27
2032,1,suqian,7,3,9208,13,2,0.34,0.31,0.18,0.18,2.9,0.38,0.73,0.69,6,22.6,37.37
2033,0,wuxi,3,3,99246,9,9,0.21,0.2,0.21,0.2,2.6,0.36,0.4,0.48,7,78.38,95.34
2034,1,suqian,7,3,6874,11,1,0.24,0.14,0.03,0.03,3,0.86,0.74,0.57,6,2.04,2.56
2035,0,yancheng,3,3,24318,16,1,0.57,0.56,0.39,0.39,2.21,0.4,0.41,0.56,1,102.05,107.22
2036,1,yancheng,7,3,15599,34,4,0.18,0.1,0.04,0.07,2.2,0.84,0.53,0.56,6,16.33,39.11
2037,0,wuxi,5,3,12284,11,1,0.38,0.36,0.36,0.18,3.1,0.27,0.737,0.706,6,20.74,48.09
2038,1,suzhou,7,3,6058,11,2,0.26,0.3,0.15,0.15,2.3,0.4,0.55,1.39,6,25.41,1.36
2039,0,changzhou,1,3,33232,8,8,0.34,0.34,0.3,0.37,2.73,0.47,0.67,0.91,3,44.37,98.06
2040,1,suqian,7,3,2874,6,1,0.13,0.16,0.03,0.03,2.5,0.86,0.82,0.87,4,2.6,4.97
2041,1,0jing,7,3,2679,6,0,0.32,0.16,0.04,0.04,2.5,0.86,0.671,0.779,4,36.07,38.89
2042,1,zhenjiang,7,3,5215,9,1,0.36,0.31,0.04,0.04,2.4,0.8,0.389,0.823,6,13.97,11.21
2044,0,wuxi,3,3,2480,4,4,0.22,0.31,0.01,0.07,2.8,0.75,0.505,0.773,6,41.63,73.48
2045,0,wuxi,3,3,15278,4,4,0.73,0.77,0.68,0.68,2.2,0.4,0.58,0.57,4,72.15,110.18
2046,0,wuxi,6,3,10892,3,3,0.21,0.2,0.19,0.23,2.9,0.62,0.573,0.674,6,18.74,49.36
2047,1,lianyungang,7,2,8861,11,1,0.4,0.37,0.11,0.11,2.3,0.83,0.4,0.58,6,13.97,18.53
2048,0,yangzhou,3,3,15609,20,2,0.11,0.4,0.7,0.54,2.4,0.5,0.403,0.505,7,14.14,47.34
2049,0,suzhou,4,3,38206,21,1,0.56,0.45,0.34,0.28,1.7,0.33,0.46,0.71,3,123.69,166.97
2050,0,suzhou,3,3,3201,6,1,0.21,0,0.14,0.2,2.4,0.55,0.57,0.69,6,44.74,43.26
2051,1,0jing,7,3,4455,6,6,0.35,0.27,0.04,0.04,2.79,0.87,0.6,1.38,4,53.64,40.91
2052,1,taizhou,7,3,2820,7,2,0.35,0.16,0.14,0.14,3,0.78,0.66,1.24,6,19.37,31
2055,0,taizhou,3,3,83587,8,8,0.4,0.28,0.3,0.38,2.6,0.35,0.594,0.502,4,2.39,33.81
2056,1,taizhou,7,3,4612,6,6,0.37,0.28,0.03,0.03,3.1,0.66,0.65,0.51,6,5.33,8.03
2057,1,suqian,7,3,4774,12,1,0.16,0.29,0.03,0.03,2.9,0.36,0.73,0.75,6,2.91,2.51
2058,0,suzhou,3,3,71110,22,2,0.89,0.87,0.9,0.85,2.4,0.35,0.44,0.74,1,97.97,114.87
2059,0,wuxi,6,3,6527,4,0,0.26,0.29,0.23,0.22,3.24,0.62,0.426,0.336,6,37.72,43.72
2060,0,yangzhou,3,3,57245,18,1,0.39,0.39,0.82,0.81,2.4,0.37,0.483,0.501,6,9.57,37.37
2061,0,taizhou,3,3,4841,3,3,0.2,0.22,0.38,0.08,3.3,0.85,0.578,0.462,6,21.08,53.35
2062,1,suzhou,7,3,1543,3,1,0.33,0.17,0.08,0.08,2.6,0.81,0.49,0.91,6,18.45,19.78
2064,1,taizhou,7,3,1228,4,6,0.2,0.2,0.13,0.11,3.2,0.48,0.482,0.468,4,14.88,6.31
2066,0,suzhou,8,3,23999,15,1,0.54,0.43,0.49,0.48,1.8,0.4,0.59,1.41,4,88.19,161.88
2067,0,suzhou,3,3,50018,4,4,0.34,0.38,0.45,0.25,2.3,0.34,0.49,0.61,3,63.56,109.13
2068,0,xuzhou,3,2,24966,19,1,0.73,0.69,0.7,0.69,1.75,0.61,0.4,0.37,4,136.18,148.2
2069,0,xuzhou,3,2,244543,6,3,0.49,0.49,0.48,0.51,1.9,0.37,0.394,0.327,3,155.39,7.98
2070,1,suzhou,7,3,588,3,6,0.52,0.41,0.33,0.29,2.7,1,0.47,0.49,6,18.22,37.51
2071,1,suzhou,7,3,1074,3,1,0.2,0.21,0.16,0.16,2.4,0.62,0.46,0.4,6,21.36,16.75
2072,1,huaian,7,3,591,4,4,0.31,0.25,0.09,0.09,2.73,0.83,0.47,0.98,4,27.64,44.53
2073,1,wuxi,7,3,7499,13,3,0.33,0.24,0.12,0.14,2.82,0.81,0.692,0.664,8,15.54,11.97
2074,1,0tong,7,3,5726,5,2,0.37,0.31,0.16,0.41,3.6,0.89,0.65,0.87,4,17.05,27.36
2075,0,yancheng,3,3,19990,5,5,0.5,0.43,0.74,0.74,2.3,0.38,0.77,0.5,1,110.45,161.11
2076,1,lianyungang,7,2,7312,11,6,0.3,0.25,0.1,0.22,2.9,0.6,0.457,0.637,6,44.15,33.35
2077,1,0jing,7,3,7254,6,6,0.36,0.35,0.37,0.37,2.6,0.75,0.685,0.688,4,10.21,0
2078,1,wuxi,7,3,4232,6,6,0.45,0.24,0.18,0.18,2.5,0.86,0.534,1.07,4,16.12,16.54
2079,1,suzhou,7,3,611,2,6,0.26,0.3,0.15,0.11,3.2,0.84,0.44,0.69,4,5.82,5.82
2080,0,suzhou,4,3,69478,47,8,0.78,0.8,0.77,0.78,2.3,0.26,0.44,0.72,3,7.55,7.55
2081,0,suzhou,3,3,65985,21,3,0.85,0.81,0.63,0.82,2.4,0.81,0.59,0.58,1,31.95,69.44
2082,0,suzhou,6,3,10475,2,2,0.3,0.2,0.19,0.14,1.6,0.42,0.49,0.71,3,10.76,0
2083,1,suzhou,7,3,3160,11,6,0.26,0.3,0.05,0.05,2.6,0.82,0.62,0.58,6,31.84,49.77
2084,0,wuxi,1,3,41638,24,1,0.52,0.52,0.49,0.53,2.1,0.4,0.53,0.71,3,45.44,68.93
2085,1,taizhou,7,3,8839,13,6,0.17,0.2,0.06,0.06,3.4,0.8,0.75,1.04,6,2.85,3.24
2086,1,suqian,7,3,2096,5,1,0.11,0.27,0.04,0.04,3,0.86,0.59,1.22,6,7.46,8.31
2087,0,suzhou,3,3,11650,4,2,0.13,0.29,0.11,0.11,2.2,0.35,0.68,0.61,1,103.53,125.51
2088,1,wuxi,7,3,3268,7,7,0.3,0.2,0.12,0.11,3.4,0.69,0.598,1.1,4,12.54,11.09
2089,1,suzhou,7,3,1272,3,6,0.23,0.24,0.12,0.12,3.2,0.83,0.46,0.73,6,29.32,47.9
2090,0,suzhou,3,3,33093,24,2,0.77,0.76,0.79,0.4,2.4,0.38,0.49,0.62,3,67.45,155.79
2091,0,0jing,3,3,37825,18,1,0.74,0.03,0.58,0.57,2.1,0,0.68,0.78,4,131.86,158.68
2092,1,suqian,7,3,3094,6,0,0.31,0.27,0.12,0.12,3,0.86,0.94,0.74,6,2.61,7.37
2093,0,0jing,8,3,73934,29,1,0.6,0.7,0.5,0.49,2.51,0.4,0.69,0.83,6,87.67,98.91
2094,0,wuxi,3,3,81846,20,0,0.38,0.34,0.16,0.14,2.8,0.81,0.619,0.711,7,19.57,48.97
2095,0,0jing,1,3,28217,4,0,0,0.01,0.02,0,2.4,0.36,0.467,1.21,6,51.29,26.68
2096,0,suzhou,5,3,60872,12,3,0.36,0.35,0.39,0.41,2.5,0.59,0.56,0.34,3,107.58,108.32
2097,0,suzhou,3,3,48976,18,8,0.23,0.3,0.2,0.29,3.2,0.74,0.57,0.97,4,1.43,1.43
2098,1,huaian,7,3,5104,6,6,0.37,0.25,0.03,0.005,3.08,0.805,0.78,1.02,6,22.03,34.64
2099,0,0tong,3,3,29534,15,1,0.46,0.52,0.7,0.6,2.3,0.38,0.57,0.47,3,94.32,134.74
2100,1,suzhou,7,3,1045,3,6,0.37,0.3,0.04,0.05,2.67,0.5,0.47,0.49,6,13.52,21.92
2101,1,0tong,7,3,5383,10,1,0.4,0.27,0.07,0.04,2.7,0.62,0.495,1,6,24.89,36.27
2102,1,huaian,7,3,23588,26,2,0.31,0.16,0.04,0.03,3.2,0.8,0.45,0.61,6,13.36,21
2103,1,lianyungang,7,2,2573,5,6,0.1,0.23,0.04,0.04,2.5,0.83,0.498,0.543,4,19,18.84
2104,1,yangzhou,7,3,10440,11,2,0.21,0.28,0.1,0.09,2.5,0.25,0.58,0.83,6,49.46,59.51
2105,1,suzhou,7,3,6590,18,2,0.36,0.23,0.05,0.05,3.2,0.3,0.48,0.55,6,9.1,7.21
2106,0,suzhou,1,3,44929,17,0,0.1,0.48,0.38,0.04,2.95,0.45,0.67,1.23,4,12.43,0
2107,0,suzhou,3,3,26683,22,2,0.34,0.34,0.11,0.11,1.8,0.47,0.42,0.49,5,47.24,43.93
2108,0,lianyungang,3,2,45733,34,6,0.77,0.67,0.75,0.72,2.3,0.5,0.486,0.49,4,91.51,101.29
2109,1,xuzhou,7,2,7780,17,6,0.44,0.22,0.14,0.14,2.7,0.5,0.47,0.73,4,25.47,0
2110,1,lianyungang,7,2,7195,11,6,0.37,0.19,0.1,0.1,3,0.65,0.481,1.03,6,36.92,28.28
2111,0,suzhou,3,3,40668,3,0,0.31,0.21,0,0.18,2,0.35,0.34,0.34,1,99.8,108.49
2112,0,yangzhou,3,3,80694,21,6,0.55,0.54,0.29,0.44,1.7,0.33,0.676,0.875,3,20.98,29.3
2113,1,huaian,7,3,2607,6,2,0.26,0.24,0.12,0.12,3,0.89,0.55,1.11,4,23.34,32.22
2114,0,suzhou,3,3,5261,3,1,0,0.28,0.3,0.37,2.2,0.35,0.63,0.61,6,96.53,128.65
2115,0,huaian,4,3,20134,4,3,0.12,0.36,0.36,0.24,2.6,0.45,0.65,0.63,4,65.77,96.85
2116,1,suzhou,7,3,10075,25,6,0.4,0.26,0.11,0.09,2.845,0.82,0.71,0.74,6,14.96,25.5
2117,1,huaian,7,3,7743,13,6,0.35,0.24,0.18,0.18,3,0.86,0.61,0.67,6,23.93,42.75
2118,1,lianyungang,7,2,4888,5,6,0.15,0.2,0.01,0.01,2.8,0.83,0.398,0.808,5,16.85,14.19
2119,0,yangzhou,3,3,41118,13,2,0.63,0.63,0.69,0.54,2.5,0.4,0.623,0.806,4,38.33,72.69
2120,1,changzhou,7,3,17359,33,4,0.37,0.31,0.09,0.09,2,0.6,0.51,0.62,6,12.15,14.35
2121,0,xuzhou,2,2,38848,4,1,0.16,0.42,0.21,0.34,1.5,0.32,0.434,0.385,3,118.41,133.86
2122,1,suzhou,7,3,14833,22,6,0.38,0.24,0.02,0.02,2.7,0.76,0.91,1.02,7,13.18,13.18
2123,1,suzhou,7,3,2629,6,6,0.46,0.14,0.08,0.08,2.33,0.65,0.791,0.511,6,73.57,44.36
2124,0,wuxi,1,3,52663,37,2,0.54,0.67,0.65,0.66,2.4,0.32,0.61,0.73,3,53.46,95.06
2125,1,lianyungang,7,2,3535,13,2,0.23,0.16,0.06,0.22,3,0.72,0.43,1.03,6,46.73,9.75
2126,0,suzhou,3,3,66851,18,8,0.77,0.43,0.82,0.69,2.4,0.37,0.67,0.54,4,93.95,109.26
2127,1,zhenjiang,7,3,1639,6,6,0.02,0.12,0.02,0.25,2.7,0.83,0.68,0.87,6,39.08,54.61
2128,1,0jing,7,3,5584,7,7,0.38,0.28,0.09,0.19,2.5,0.34,0.51,0.69,6,9.43,15.21
2129,1,changzhou,7,3,7457,15,5,0.32,0.17,0.07,0.07,2.2,0.62,0.49,0.64,6,10.84,29.32
2130,1,lianyungang,7,2,3049,6,0,0.35,0.27,0.05,0.05,3,0.86,0.53,0.78,6,17.54,23.26
2131,0,suzhou,3,3,10558,4,1,0.3,0.34,0.16,0.18,2.5,0.47,0.46,1.1,4,84.2,70.86
2132,1,taizhou,7,3,12322,18,6,0.19,0.24,0.03,0.02,2.4,0.33,0.59,0.61,6,5.31,4.52
