ID,PublicORResidential,city,principleActivity,ClimateZone,BuildingArea,numFloorAbove,numFloorBelow,WWR_South,WWR_North,WWR_East,WWR_West,ExWindowHTC_East,ExWindowHTC_West,ExWindowHTC_South,ExWindowHTC_North,SC_East,SC_West,SC_South,SC_North,RoofHTC,ExWallHTC,OverheadFloorHTC,FloorHTCOuter,exWinAirtightness,HeatingLoad,CoolingLoad
1667,1,suqian,7,3,2891.44,2,6,0.3,0.15,0.38,0.14,2.53,2.53,2.53,2.53,0.89,0.41,0.41,0.41,0.63,0.56,1.16,1.16,4,21.58,33.26
167,0,nanjing,3,3,41099.5,3,2,0.61,0.15,0.54,0.23,1.69,1.68,1.71,1.69,0.11,0.11,0.12,0.11,0.31,0.34,2,2,3,94.84,160.16
1676,1,wuxi,7,3,5450.33,3,3,0.24,0.13,0.5,0.48,2.7,2.7,2.7,2.7,0.1,0.1,0.1,0.1,1.07,0.93,2.77,1,4,17.13,12.6
1677,0,wuxi,3,3,86562,39,9,0.57,0.57,0.57,0.57,2.03,2.03,2.02,2.03,0.23,0.23,0.22,0.23,0.437,0.323,0.323,0.655,4,12.34,44.21
1686,0,wuxi,3,3,8051.54,5,3,0.36,0.37,0.36,0.38,2.73,2.73,2.73,2.73,0.48,0.48,0.48,0.48,0.65,1.54,1,1,6,72.63,59.29
1687,1,suqian,7,3,2727.12,6,0,0.02,0.02,3,3,3,3,3,3,0.86,0.86,0.86,0.86,0.7,1.1,1.74,0.86,6,6.36,5.52
1696,1,wuxi,7,3,5450.33,3,3,0.24,0.13,0.5,0.48,2.7,2.7,2.7,2.7,0.1,0.1,0.1,0.1,0.35,0.35,0.35,1.12,4,14.42,8.76
1697,1,nanjing,7,3,731,2,0,0.298,0.75,0.75,0.75,2.5,2.5,2.5,2.5,0.12,0.12,0.12,0.12,0.375,0.908,1.64,0.375,4,20.01,18.7
17,0,wuxi,3,3,32978,7,7,0.58,0.59,0.68,0.7,1.6,1.6,1.6,1.6,0.44,0.44,0.44,0.44,0.44,0.45,1.75,0.78,3,42.96,59.2
1706,1,taizhou,7,3,3860.83,6,6,0.05,0.05,0.05,0.05,2.3,2.3,2.3,2.3,0.21,0.21,0.21,0.21,0.61,0.71,0.91,1.7,6,13.72,10.74
1707,0,wuxi,3,3,51806.6,24,4,0.11,0.477,0.583,0.627,2.7,2.7,2.7,2.7,0.59,0.51,0.58,0.52,0.477,0.583,0.627,0.682,2,35.31,60.36
1716,0,suzhou,3,3,25330.04,22,1,0.3,0.23,0.22,0.21,3.28,3.28,3.28,3.28,0.69,0.69,0.69,0.69,0.34,0.85,0.97,0.34,6,86.38,139.58
1717,0,yangzhou,3,3,68681.4,5,0,0.47,0.46,0.37,0.37,2.6,2.62,2.6,2.63,0.4,0.42,0.4,0.43,0.598,0.765,0.765,0.298,6,35.53,39.54
1726,1,yangzhou,7,3,11197.59,19,6,0.34,0.46,0.55,0.46,2.45,2.45,2.45,2.45,0.03,0.03,0.03,0.03,0.791,1.36,0.598,1.61,7,19.78,16.16
1727,0,suzhou,4,3,20659,2,2,0.03,0.27,0.04,0.18,3.3,3.3,3.3,3.3,0.84,0.84,0.84,0.84,0.6,0.83,2.31,,6,43.55,65.33
1736,0,lianyungang,3,2,17898,6,6,0.26,0.49,0.26,0.43,2.4,2.4,2.4,2.4,0.5,0.5,0.5,0.5,0.413,0.386,0.405,1.07,3,79.13,72.4
1737,1,suzhou,7,3,8936.3,17,7,0.27,0.28,0.03,0.03,2.6,2.6,2.6,2.6,0.45,0.45,0.45,0.45,0.72,0.72,0.45,0.45,4,21.31,28.19
1746,1,changzhou,7,3,11507.2,2,2,0.1,0.28,0.05,0.24,2.7,2.7,2.7,2.7,0.89,0.89,0.89,0.89,0.72,1.4,0.68,1.46,6,23.69,40.44
1747,1,taizhou,7,3,1798,6,6,0.16,0.33,0.06,0.5,3.2,3.2,3.2,3.2,0.57,0.72,0.5,0.68,0.496,0.924,0.629,1.57,6,21.89,15.76
1756,0,taizhou,3,3,6754,6,6,0.04,0.4,0.09,0.35,2.4,2.4,2.4,2.4,0.4,0.4,0.4,0.4,0.472,0.856,1.24,1.24,6,69.35,43.73
1757,1,suzhou,7,3,603.28,6,6,0.14,0.29,0.11,0.3,3.2,3.2,3.2,3.2,0.84,0.84,0.84,0.84,0.44,0.69,0.69,0.14,4,5.93,5.93
176,1,xuzhou,7,2,6,16.8,5,0.08,0.08,0.45,0.29,2.6,2.6,2.6,2.6,0.89,0.89,0.89,0.89,0.461,0.75,1.62,0.08,5,5.83,14.87
1766,1,lianyungang,7,2,1937,6,6,0.33,0.33,0.33,0.33,2.6,2.6,2.6,2.6,0.65,0.65,0.65,0.65,0.433,0.801,1.41,0.766,4,53.01,31.83
1767,1,huaian,7,3,7046,18,2,0.3,0.04,0.05,0.05,2.8,2.8,2.8,2.8,0.77,0.77,0.77,0.77,0.61,0.76,0.76,0.77,6,20.19,32.59
177,1,wuxi,7,3,3255.46,6,6,0.06,0.08,0.09,0.09,3,3,3,3,0.86,0.59,0.86,0.86,0.38,0.38,0.47,0.86,6,7.64,17.97
1776,0,xuzhou,3,2,24502.48,15,1,0.72,0.55,0.53,0.59,2.1,2.1,2.1,2.1,0.47,0.47,0.47,0.47,0.424,0.405,0.39,0.26,3,89.29,83.47
1777,1,wuxi,7,3,371.75,3,8,0.07,0.15,0.07,0.15,3.2,3.2,3.2,3.2,0.69,0.69,0.69,0.69,0.39,0.498,0.498,1.13,8,12.91,11.46
1786,1,taizhou,7,3,909.62,1,6,0.15,0.15,0.35,0.35,2.4,2.4,2.4,2.4,0.15,0.15,0.15,0.15,0.42,0.04,0.58,0.58,6,9.64,45.29
1787,1,wuxi,7,3,9726.51,18,1,0.02,0.02,0.34,0.19,2.4,2.4,2.4,2.4,0.23,0.23,0.23,0.23,0.47,1.18,0.53,1.18,6,17.69,37.35
1796,1,lianyungang,7,2,2194.608,6,6,0.11,0.17,0.57,0.57,2.5,2.5,2.5,2.5,0.05,0.05,0.05,0.05,0.336,0.882,2.5,2.3,6,22.01,9.05
1797,1,zhenjiang,7,3,1936,6,6,0.11,0.24,0.11,0.2,2.5,2.5,2.5,2.5,0.77,0.74,0.77,0.83,2.2,2.2,1,2,6,16.71,19.07
1806,1,suzhou,7,3,27531.58,33,3,0.06,0.06,0.06,0.06,2.9,2.9,2.9,2.9,0.83,0.83,0.83,0.83,0.52,0.48,0.82,1.89,7,10.49,17.89
1807,0,huaian,3,3,21708,4,0,0.28,0.41,0.24,0.45,2.7,2.7,2.7,2.7,0.45,0.45,0.45,0.45,0.6,0.49,0.64,0.64,3,99.87,0
1816,0,xuzhou,3,2,29497,1,1,0.28,0.59,0.29,0.59,1.87,1.87,1.87,1.87,0.59,0.59,0.59,0.59,0.426,0.405,0.405,0.934,2,55.27,78.94
1817,0,yangzhou,3,3,31472,5,2,0.25,0.14,0.32,0.26,2.24,2.24,2.24,2.24,0.38,0.38,0.38,0.38,0.409,1.43,0.622,0.937,3,56.32,88.64
1826,1,taizhou,7,3,2761.08,4,4,2.47,0.51,0.3,0.3,3.2,3.2,3.2,2.4,0.5,0.5,0.93,0.86,0.51,0.78,1.13,1,6,17.67,12.26
1827,1,suzhou,7,3,3151.17,6,6,0.22,0.22,0.22,0.22,3,3,3,3,0.4,0.4,0.4,0.4,0.51,0.49,0.91,0.49,4,15.63,5.66
1836,1,zhenjiang,7,3,4210,2,2,0.12,0.21,0.07,0.09,3,3,3,3,0.83,0.83,0.83,0.83,0.8,0.8,0.83,0.8,4,30.87,41.34
1837,0,suzhou,3,3,9909.74,6,3,0.26,0.63,0.23,0.6,1.8,1.8,1.8,1.8,0.53,0.53,0.53,0.53,0.59,0.58,0.69,0.43,3,119,156.88
1846,1,suqian,7,3,2860.53,5,0,0.13,3.001,0.84,3.54,3.2,3.2,3.2,3.2,0.87,0.87,0.87,0.87,0.82,0.82,1.25,0.36,6,4.86,4.02
1847,1,suqian,7,3,2480.92,6,7,0.08,0.08,0.23,2.5,3.2,3.2,3.2,3.2,0.92,0.92,0.92,0.92,0.65,0.65,0.97,0.65,6,1.97,7.23
1856,1,suzhou,7,3,6074.5,2,2,0.22,0.27,0.09,0.09,2.3,2.3,2.3,2.3,0.4,0.4,0.4,0.4,0.54,0.54,1.16,0.66,4,25.73,37.13
1857,0,suzhou,3,3,157987,4,1,0.24,0.16,0.08,0.05,2.6,2.6,2.6,2.6,0.5,0.5,0.5,0.5,0.46,0.47,0.93,0.95,4,112.72,119.36
186,0,wuxi,3,3,49101.09,25,5,0.55,0.52,0.57,0.58,3.33,3.33,3.33,3.33,0.27,0.27,0.27,0.27,0.598,0.948,0.951,0.951,6,19.48,66.27
1866,1,suqian,7,3,6148.37,9,1,0.35,0.35,0.35,0.35,2.1,2.1,2.1,2.1,0.15,0.15,0.15,0.15,0.62,0.69,0.68,1.1,6,19.55,8.38
1867,0,changzhou,6,3,1995.8,2,2,0.29,0.17,0.31,0.2,2.8,2.8,2.8,2.8,0.5,0.5,0.5,0.5,0.71,1.41,0.9,1.12,6,42.3,57.05
187,1,nanjing,7,3,1161.04,6,6,0.19,0.17,0.09,0.07,2.4,2.4,2.4,2.4,0.75,0.75,0.75,0.75,1.09,0.36,0.5,0.37,7,33.99,47.04
1876,0,nantong,3,3,11391.7,10,0,0.07,0.41,0.5,0.4,2.6,2.6,2.6,2.6,0.5,0.5,0.5,0.5,0.42,0.64,0.83,0.07,6,87.41,102.63
1877,1,suzhou,7,3,407.47,2,1,0.22,0.01,0.18,0.09,2.98,3.2,3.2,3.2,0.83,0.83,0.83,0.83,0.49,0.45,0.73,0.74,6,30.78,49.2
1886,1,suzhou,7,3,5796.2,11,1,0.72,0.28,0.17,0.4,2.5,2.5,2.5,2.5,0.4,0.4,0.4,0.4,0.74,0.72,1.29,,4,45.39,60.46
1887,1,xuzhou,7,2,3354.7,6,1,0.04,0.31,0.04,0.24,2.4,2.4,2.4,2.4,0.5,0.5,0.5,0.5,0.41,0.4,0.58,0.56,6,13.39,14.41
1896,1,wuxi,7,3,14391.35,16,6,0.05,0.29,0.4,0.36,2.4,2.4,2.4,2.4,0.03,0.03,0.03,0.03,0.5,0.56,1.21,0.03,6,14.99,35.76
1897,0,suqian,4,3,53831.57,3,3,0.33,0.44,0.15,0.14,2.29,2.49,2.41,2.34,0.4,0.3,0.35,0.37,0.57,0.8,1.25,1.43,3,24.79,50.33
1906,1,xuzhou,7,2,10080.6,19,1,0.09,0.02,0.34,0.23,2.2,2.2,2.2,2.2,0.7,0.7,0.7,0.7,0.406,0.473,0.539,0.22,6,12.97,35.9
1907,0,wuxi,4,3,98988.98,3,3,0.52,0.24,0.46,0.49,0,0,0,0,0.89,0.89,0.89,0.89,0.54,0.67,2.2,2.2,4,24.63,78.4
1916,1,taizhou,7,3,6827,11,1,0.745,0.832,0.839,0.514,2.85,2.85,2.85,2.85,0.51,0.57,0.51,0.76,0.745,1.27,0.832,1.49,6,20.81,11.36
1917,0,suzhou,3,3,47863.55,15,2,0.91,0.91,0.91,0.91,1.7,1.7,1.7,1.7,0.34,0.34,0.34,0.34,0.5,0.35,0.58,0.75,3,96,126.36
1926,1,xuzhou,7,2,17048.23,26,1,0.03,0.07,0.43,0.23,2.6,2.6,2.6,2.6,0.84,0.84,0.84,0.84,0.527,0.714,0.821,0.22,6,17.18,26.77
1927,0,suzhou,3,3,2591,2,2,0.18,0.23,0.17,0.28,2.4,2.4,2.4,2.4,0.5,0.5,0.5,0.5,0.56,0.91,1.21,2.4,6,63.73,90.64
1936,0,zhenjiang,4,3,8986.84,4,4,0.2,0.37,0.02,0.02,2.7,2.7,2.7,2.7,0.2,0.2,0.2,0.2,0.515,0.76,0.853,0.853,6,36.14,41.43
1937,1,yancheng,7,3,9971.2,18,2,0.07,0.33,0.07,0.23,2.25,2.25,2.25,2.25,0.44,0.44,0.44,0.44,0.54,0.76,2.25,2.25,6,12.56,21.54
1946,0,suzhou,3,3,78846.68,4,4,0,0,0,0,2.7,2.7,2.7,2.7,0.32,0.32,0.32,0.32,0.75,0.5,0.85,0.75,3,9.52,9.52
1947,1,suzhou,7,3,11089.82,25,1,0.81,0.27,0.17,0.17,1.59,2.4,2.4,2.4,0.27,0.33,0.33,0.33,0.68,0.81,1.59,,6,21.98,36.6
1956,1,suzhou,7,3,512.03,6,6,0.06,0.06,0.06,0.06,2.5,2.5,2.5,2.5,0.63,0.73,0.63,0.63,0.39,0.48,0.71,0.48,4,10.51,10.51
1957,0,taizhou,1,3,614.43,2,2,0.06,0.07,0.22,0.27,2.6,2.6,2.6,2.6,0.5,0.5,0.5,0.5,0.5,0.48,0.58,0.98,6,67.01,32.43
196,0,suzhou,3,3,6524,6,6,0.28,0.27,0.21,0.31,2.7,2.7,2.7,2.7,0.45,0.45,0.45,0.45,0.67,0.81,2.2,2.2,3,79.44,95.99
1966,0,nantong,4,3,37757.69,38,8,0.68,0.69,0.67,0.69,1.7,1.7,1.7,1.7,0.37,0.37,0.37,0.37,0.6,0.71,0.48,0.68,4,89.21,148.17
1967,1,suzhou,7,3,1262.94,6,6,0.3,0.26,0.1,0.13,2.6,2.6,2.6,2.6,0.7,0.7,0.7,0.7,0.46,0.59,1.14,2.94,6,13.55,20.93
197,1,wuxi,7,3,682.6,3,1,0.06,0.14,0.07,0.1,3,3,3,3,0.75,0.75,0.75,0.75,0.51,0.619,,,4,13.8,13.04
1976,0,xuzhou,3,2,23889.95,14,2,0.5,0.5,0.43,0.33,2.43,2.29,2.42,2.5,0.38,0.38,0.38,0.38,0.55,0.34,0.46,0.7,4,85.81,125.58
1977,1,xuzhou,7,2,12271,17,1,0.12,0.32,0.12,0.23,2.4,2.4,2.4,2.4,0.55,0.65,0.54,0.78,0.45,0.4,0.67,0.67,6,11.76,13.67
1986,0,xuzhou,3,2,7122.65,5,5,0.26,0.4,0.22,0.37,2.8,2.8,2.8,2.8,0.44,0.44,0.44,0.44,0.4,0.512,0.512,0.668,6,71.73,47.12
1987,0,xuzhou,3,2,29146.49,21,0.14,0.83,0.83,0.84,0.84,1.7,1.7,1.7,1.7,0.4,0.4,0.4,0.4,0.4,0.88,1.35,0.43,3,128.66,147.53
1996,0,suzhou,1,3,24212.13,4,1,0.36,0.41,0.36,0.43,2.702,2.702,2.702,2.702,0.36,0.36,0.36,0.36,2,0.35,1,0.14,4,75.67,142.09
1997,0,yangzhou,3,3,26275,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0.494,0.642,0.657,1.55,3,73.54,82.53
2006,0,yancheng,6,3,5067,3,3,0.44,0.2,0.28,0.11,2.5,2.5,2.5,2.5,0.49,0.49,0.49,0.49,0.49,0.76,2.5,2.5,1,102.49,117.25
2007,1,suqian,7,3,3536.51,10,0,0,0.27,3.903,0.84,3.2,3.2,3.2,3.2,0,0,0,0,0.8,1.1,0.81,0.81,6,3.19,6.9
2016,1,yangzhou,7,3,4115.59,6,6,0.38,0.07,0.3,0.61,2.36,2.36,2.36,2.36,0.78,0.78,0.78,0.78,0.52,0.57,0.95,0.97,6,15.9,19.29
2017,0,xuzhou,2,2,784.75,2,2,0.55,0.39,0.29,0.25,2,2,2,2,0.34,0.34,0.34,0.34,0.382,0.658,0.658,0.85,3,127.43,197.52
2026,1,nanjing,7,3,4237.54,10,0,0.02,0.29,0.03,0.14,0,0,0,0,0.47,0.47,0.47,0.47,0.4,0.601,0.78,0.989,6,17.91,12.46
2027,1,suqian,4,3,3839.5,19,9,0.09,0.09,0.26,3.5,3.2,3.2,3.2,3.2,0.36,0.36,0.36,0.36,0.36,1.1,0.85,0.85,6,2.92,3.83
2036,1,yancheng,7,3,15598.93,34,4,0.18,0.1,0.04,0.07,2.2,2.2,2.2,2.2,0.84,0.84,0.84,0.84,0.53,0.56,2.2,2.2,6,16.33,39.11
2037,0,wuxi,5,3,12283.61,11,1,0.36,0.38,0.18,0.36,3.1,3.1,3.1,3.1,0.27,0.27,0.27,0.27,0.737,0.706,1.93,0.31,6,20.74,48.09
2046,0,wuxi,6,3,10892,3,3,0.298,0.19,0.21,0.23,2.9,2.9,2.9,2.9,0.62,0.62,0.62,0.62,0.573,0.674,0.674,1.19,6,18.74,49.36
2047,1,lianyungang,7,2,8860.69,1,1,0.11,0.4,0.11,0.37,2.3,2.3,2.3,2.3,0.83,0.83,0.83,0.83,0.4,0.58,0.58,0.68,6,13.97,18.53
2056,1,taizhou,7,3,4612.37,6,6,0.03,0.03,0.37,0.28,3.1,3.1,3.1,3.1,0.66,0.66,0.59,0.61,0.65,1.09,1.19,1.7,6,5.33,8.03
2057,1,suqian,7,3,4774.39,11,1,0.03,0.03,0.29,2.5,2.9,2.9,2.9,2.9,0.03,0.03,0.03,0.03,0.5,0.5,1,0.5,6,2.91,2.51
206,1,lianyungang,7,2,3349,6,6,0.14,0.26,0.5,0.5,3,3,3,3,0.03,0.03,0.03,0.03,0.462,0.605,0.607,1.41,6,22.09,16.45
2066,0,suzhou,8,3,23999.29,15,1,0.49,0.54,0.48,0.43,1.8,1.8,1.8,1.8,0.4,0.4,0.4,0.4,0.59,1.41,1.53,0.59,4,88.19,161.88
2067,0,suzhou,3,3,50017.77,4,4,0.34,0.38,0.45,0.25,2.3,2.3,2.3,2.3,0.34,0.34,0.34,0.34,0.49,0.34,2.2,2.2,3,63.56,109.13
2076,1,lianyungang,7,2,7312,6,6,0.1,0.22,0.25,0.25,2.9,2.87,2.6,2.6,0.6,0.6,0.6,0.6,0.457,0.637,1.56,1.78,6,44.15,33.35
2077,1,nanjing,7,3,7254,6,6,0.37,0.36,0.37,0.35,2.6,2.6,2.6,2.6,0.75,0.75,0.75,0.6,0.688,0.688,0.316,,4,10.21,0
2086,1,suqian,7,3,2096,5,1,0.04,0.04,3,3,3,3,3,3,0.04,0.04,0.04,0.04,0.58,1.1,1.21,0.46,6,7.46,8.31
2087,0,suzhou,3,3,11650.22,2,2,0.13,0.29,0.11,0.11,3.2,3.2,3.2,3.2,0.8,0.8,0.8,0.8,0.35,0.35,0.701,0.35,1,103.53,125.51
2096,0,suzhou,5,3,60872.47,3,3,0.36,0.35,0.39,0.41,2.5,2.5,2.5,2.5,0.59,0.59,0.59,0.59,0.56,0.34,0.55,0.63,3,107.58,108.32
2097,0,suzhou,3,3,49731,18,8,0.57,0.97,0.6,0.23,3.2,3.2,3.2,3.2,0.74,0.74,0.74,0.74,0.57,0.97,0.6,1.29,4,1.43,1.43
2106,0,suzhou,1,3,44929,17,0,0.38,0.1,0.48,0.04,2.95,2.95,2.95,2.95,0.45,0.45,0.45,0.45,0.67,1.23,1.23,0.45,4,12.43,0
2107,0,suzhou,3,3,26683.05,2,2,0.42,0.49,0.23,0.23,1.8,1.8,1.8,1.8,0.47,0.47,0.47,0.47,0.42,2.38,0.49,2.05,5,47.24,43.93
2116,1,suzhou,7,3,10075.1,6,6,0.11,0.09,0.26,0.26,2.845,2.845,3.089,3.089,0.82,0.82,0.82,0.82,0.71,0.7,0.74,,6,14.96,25.5
2117,1,huaian,7,3,7969.5,2,6,0.24,0.18,0.18,0.18,3,3,3,3,0.86,0.86,0.86,0.86,0.61,1.64,0.67,1.49,6,23.93,42.75
2126,0,suzhou,3,3,65828.35,18,8,0.77,0.43,0.82,0.69,2.4,2.4,2.4,2.4,0.37,0.37,0.37,0.37,2.18,0.67,0.54,,4,93.95,109.26
2127,1,zhenjiang,7,3,1639,6,6,0.02,0.02,0.25,0.12,2.7,2.7,2.7,2.7,0.83,0.83,0.83,0.83,0.8,0.8,0.36,0.8,6,39.08,54.61
2136,0,nantong,1,3,57047.24,6,2,0.38,0.39,0.41,0.21,2.17,2.17,2.17,2.17,0.26,0.26,0.26,0.26,0.55,0.61,0.59,0.38,4,73.21,128.39
2137,0,wuxi,5,3,59537.51,22,2,0.15,0.15,0.22,0.24,3.2,3.2,3.2,3.2,0.43,0.43,0.43,0.43,0.85,0.46,1.52,0.42,3,25.83,22.23
2146,1,suzhou,7,3,5983.41,3,1,0.7,0.7,0.7,0.7,2,2,2,2,0.5,0.5,0.5,0.5,0.65,1,0.5,0.7,4,20.75,29.72
2147,1,suzhou,7,3,1277.44,6,6,0.298,0.11,0.25,0.07,2.7,2.7,2.7,2.7,0.38,0.38,0.38,0.38,0.477,0.522,0.942,0.942,6,15.82,13.68
2156,1,xuzhou,6,2,11641.85,28,2,0.04,0.04,0.34,0.14,2.6,2.6,2.6,2.6,0.83,0.83,0.83,0.83,0.48,0.476,0.535,0.04,6,14.68,14.5
2157,1,nanjing,7,3,6254.7,18,1,0.34,0.54,0.83,0.96,2.92,2.92,2.92,2.92,0.78,0.78,0.78,0.78,0.54,0.83,0.96,1.55,6,6.52,8.6
216,0,nanjing,3,3,7001.47,7,7,0.06,0.25,0.03,0.26,2.7,2.7,2.7,2.7,0.75,0.75,0.75,0.75,0.06,0.84,1.13,0.78,3,25.32,54.01
2166,1,huaian,7,3,2151.89,6,6,0.09,0.09,0.29,0.29,2.81,2.81,2.81,2.81,0.74,0.74,0.74,0.74,0.78,1.2,1.69,1.43,4,20.05,34.07
2167,0,changzhou,3,3,26493,2,2,0.12,0.26,0.32,0.32,1.7,1.7,1.7,1.7,0.43,0.43,0.43,0.43,0.55,1.83,0.54,0.54,4,67.26,97.44
217,0,wuxi,1,3,686.36,2,2,0.35,0.35,0.35,0.35,2.87,2.87,2.87,2.87,0.07,0.07,0.07,0.07,0.46,0.59,0.59,1.68,6,52.94,65.95
2176,1,xuzhou,7,2,12152,22,1,0.16,0.16,0.38,0.19,2.1,2.1,2.1,2.1,0.84,0.84,0.84,0.84,0.562,0.665,0.689,0.833,6,16.1,11.89
2177,1,taizhou,7,3,15523.15,19,1,0.35,0.15,2.402,2.402,2.402,2.402,2.402,2.402,0.4,0.4,0.4,0.4,0.0235,0.0595,0.4,0.4,3,9.72,12.47
2186,1,nanjing,7,3,4835,0,1,0.06,0.04,0.32,0.24,2.85,2.85,2.85,2.85,0.75,0.75,0.75,0.75,0.67,1.04,0.3,0.9,4,44.46,40.59
2187,1,zhenjiang,7,3,1060,4,4,0.12,2.9,0.6,0.38,2.9,2.9,2.9,2.9,0.6,0.71,0.6,0.84,0.84,1.1,0.42,0.84,6,18.61,13.96
2196,0,wuxi,3,3,68166.33,23,3,0.63,0.62,0.66,0.61,2.6,2.6,2.6,2.6,0.4,0.4,0.4,0.4,0.565,0.565,0.798,0.755,3,15.15,46.75
2197,1,taizhou,7,3,1703.53,1,1,0.31,0.25,0.51,0.5,3.2,3.2,3.2,3.2,0.19,0.19,0.19,0.19,0.47,0.47,1.22,1.43,7,16.26,12.75
2206,0,changzhou,3,3,12500,5,5,0.72,0.56,0.56,0.48,1.6,1.6,1.6,1.6,0.31,0.35,0.34,0.35,0.54,1.96,0.75,1.85,3,18.01,49.35
2207,0,xuzhou,3,2,29995,13,3,0.49,0.49,0.47,0.47,2.7,2.7,2.7,2.7,0.45,0.45,0.45,0.45,0.541,0.49,0.91,0.49,4,63.22,112.92
2216,1,xuzhou,7,2,10681.57,18,1,0.04,0.02,0.21,0.2,2.5,2.5,2.5,2.5,0.84,0.84,0.84,0.84,0.48,0.73,0.85,0.85,6,16.6,27.18
2217,1,zhenjiang,7,3,3803,2,2,0.4,2.5,0.82,0.5,2.5,2.5,2.5,2.5,0.82,0.82,0.82,0.82,0.8,0.8,0.35,0.8,6,24.55,41.99
2226,1,taizhou,7,3,2537.39,3,5,0.08,0.2,0.09,0.19,1.9,1.9,1.9,1.9,0.18,0.59,0.18,0.18,0.521,0.846,1.8,0.521,6,2.31,5.21
2227,1,huaian,7,3,2569.08,2,2,0.36,0.31,0.05,0.05,3.2,3.2,3.2,3.2,0.86,0.86,0.86,0.86,1.68,0.59,0.65,1.54,6,30.63,48.64
2236,0,wuxi,7,3,12315.81,6,6,0.16,0.25,0.2,0.27,2.6,2.6,2.6,2.6,0.4,0.4,0.4,0.4,0.584,0.578,0.578,0.219,4,30.86,61.29
2237,1,taizhou,7,3,13681.64,33,6,0.02,0.02,0.02,0.02,2.86,2.86,2.86,2.86,0.73,0.73,0.73,0.73,0.85,0.85,1.53,0.5,6,1.17,2.22
2246,1,zhenjiang,7,3,1899,4,4,0.03,0.03,2.8,2.8,2.8,2.8,2.8,2.8,0.03,0.03,0.03,0.03,0.25,0.25,0.52,0.25,6,20.27,12.72
2247,1,taizhou,7,3,13113.27,33,2,0.07,0.09,0.39,0.19,2.2,2.19,2.15,2.15,0.75,0.75,0.68,0.78,0.69,1.62,0.96,0.69,6,10.86,9.85
2256,1,suqian,7,3,1898.82,6,7,0,0,5,0,2.5,2.5,2.5,2.5,0.86,0.86,0.86,0.86,0.65,0.65,0.95,0.65,6,3.44,8.99
2257,1,lianyungang,7,2,8535,10,0,0.07,0.3,0.1,0.25,2.5,2.5,2.5,2.5,0.84,0.84,0.84,0.84,0.335,0.633,0.692,2.98,6,36.07,28.46
226,1,nanjing,7,3,3921,0,0,0.79,1,0.79,0.79,2.82,2.82,2.82,2.82,0.79,0.79,0.79,0.79,0.79,1.2,0.51,0.79,4,40.18,42
2266,1,changzhou,7,3,10119,2,2,0.34,0.25,0.09,0.09,2.9,2.9,2.9,2.9,0.59,0.59,0.59,0.59,0.73,0.59,2.9,0.73,4,23.75,35.75
2267,1,xuzhou,7,2,6,17.4,5,0.05,0.05,0.44,0.31,2.6,2.6,2.6,2.6,0.89,0.89,0.89,0.89,0.485,0.738,1.62,0.05,4,6.79,14.68
227,1,huaian,7,3,1432.39,3,2,0.38,0.24,0.06,0.06,2.7,2.7,2.7,2.7,0.5,0.5,0.5,0.5,0.42,2.37,0.43,2.34,4,14.31,22.31
2276,0,wuxi,3,3,15825.81,5,5,0.3,0.18,0.2,0.28,2.7,2.7,2.7,2.7,0.57,0.57,0.57,0.57,0.577,0.76,1.19,0.221,4,19.84,57.85
2277,1,suqian,7,3,1551,2,2,0.61,0.53,0.35,0.25,2.9,2.9,2.9,2.9,0.44,0.44,0.44,0.44,0.61,0.53,2.9,2.9,3,24.63,37.05
2286,0,suzhou,3,3,32270.35,18,1,0.3,0.31,0.33,0.33,2.3,2.3,2.3,2.3,0.83,0.83,0.83,0.83,0.54,0.5,1.86,0.5,6,85.99,149.51
2287,1,suzhou,7,3,15098.18,18,1,0.06,0.06,0.19,0.36,1.8,1.8,1.8,1.8,0.62,0.62,0.62,0.62,0.55,0.35,1.71,0.39,6,8.25,32.23
2296,0,suzhou,3,3,41859.12,8,8,0.16,0.16,0.16,0.16,2.21,2.21,2.21,2.21,0.59,0.59,0.59,0.59,0.57,0.71,1.29,1.29,4,73.63,22.09
2297,1,huaian,7,3,4289.4,6,1,0.31,0.26,0.02,0.02,3,3,3,3,0.89,0.89,0.89,0.89,0.54,1.85,1.1,0.31,4,26.98,46.23
2306,1,wuxi,7,3,13601.78,32,3,0.02,0.39,0.01,0.2,2.4,2.4,2.4,2.4,0.18,0.85,0.29,0.62,0.756,0.843,0.62,0.298,6,60.14,29.61
2307,1,suzhou,7,3,4404.91,1,1,0.04,0.17,0.04,0.09,3,3,3,3,0.83,0.83,0.83,0.83,1.2,1.08,0.6,0.84,6,21.25,26.25
2316,0,changzhou,3,3,17282.33,4,4,0.87,0.87,0.49,0.8,1.83,1.83,1.83,1.83,0.37,0.37,0.37,0.37,0.54,1.84,0.72,1.39,3,42.22,68.12
2317,1,yancheng,7,3,5085,1,1,0.19,0.36,0.11,0.11,2.4,2.4,2.4,2.4,0.49,0.49,0.49,0.49,0.57,0.76,2.4,2.4,6,15.93,36.7
2326,1,huaian,7,3,5036.35,6,6,0.28,0.2,0.13,0.13,3,3,3,3,0.84,0.84,0.84,0.84,0.51,0.97,1.47,1.45,4,19.23,35.29
