%eval_id interface             X0             X1             X2             X3             X4             X5             X6             X7             X8             X9            X10            X11            X12            X13            X14            X15            X16            X17            X18         obj_fn 
1            NO_ID              0              0              0              0              0              0              0              0              1              1              1              1              1              1              1              1              0              1              1      0.3677218 
2            NO_ID              0              0              0              0              0              0              1              1              1              0              0              1              1              0              1              1              0              0              0      0.2872432 
3            NO_ID              0              0              0              0              0              1              1              1              1              0              0              1              1              0              0              1              0              0              0      0.2871786 
4            NO_ID              0              0              0              0              0              1              1              1              1              0              1              1              1              1              1              1              1              1              0      0.2672374 
5            NO_ID              0              0              0              0              1              0              0              1              1              0              1              1              0              1              1              0              0              0              0      0.2313758 
6            NO_ID              0              0              0              1              0              0              1              1              1              1              0              1              1              1              0              1              1              0              0      0.2114452 
7            NO_ID              0              0              0              1              1              0              0              0              1              1              1              0              0              1              1              1              0              1              1      0.2717332 
8            NO_ID              0              0              1              0              0              0              0              1              1              1              0              1              1              0              1              1              1              1              0      0.3258694 
9            NO_ID              0              0              1              0              0              0              1              0              1              0              1              0              0              1              1              0              1              0              1       0.279167 
10           NO_ID              0              0              1              0              0              0              1              0              1              1              1              1              0              0              1              0              0              1              0      0.3068808 
11           NO_ID              0              0              1              0              0              1              0              0              1              0              1              0              1              1              0              1              0              0              0      0.2767448 
12           NO_ID              0              0              1              0              0              1              1              1              1              1              1              0              1              0              0              0              0              1              1        0.23301 
13           NO_ID              0              0              1              1              0              0              0              1              1              1              0              1              0              1              0              1              1              0              0      0.2202818 
14           NO_ID              0              0              1              1              0              1              0              1              1              1              1              1              0              1              1              0              0              1              0      0.2146746 
15           NO_ID              0              0              1              1              0              1              1              1              1              0              0              1              0              0              1              1              0              1              1      0.2254978 
16           NO_ID              0              0              1              1              1              1              0              1              1              1              0              0              0              1              0              0              1              0              0       0.190593 
17           NO_ID              0              1              0              0              0              0              1              1              1              0              1              0              1              1              1              0              1              1              1       0.191479 
18           NO_ID              0              1              0              0              0              1              0              0              1              0              1              0              0              1              0              0              0              0              0      0.3349502 
19           NO_ID              0              1              0              0              0              1              0              1              1              0              1              0              1              1              0              0              1              1              1      0.2354768 
20           NO_ID              0              1              0              0              1              0              0              0              1              1              1              0              1              0              0              0              1              0              1      0.3599518 
21           NO_ID              0              1              0              0              1              0              1              1              1              1              0              0              0              1              0              0              0              1              0       0.200202 
22           NO_ID              0              1              0              0              1              1              0              1              1              1              0              0              1              1              0              1              0              0              1      0.2470442 
23           NO_ID              0              1              0              1              0              0              0              1              1              0              1              0              0              0              0              1              1              1              1       0.242058 
24           NO_ID              0              1              0              1              0              1              1              1              1              0              1              1              1              0              1              0              1              0              1      0.2522518 
25           NO_ID              0              1              0              1              1              1              1              1              1              0              0              1              1              0              0              0              1              0              0      0.2047874 
26           NO_ID              0              1              1              0              0              1              0              0              1              0              0              0              1              0              0              0              0              0              0      0.3288096 
27           NO_ID              0              1              1              1              0              0              0              0              1              1              1              0              1              0              0              1              1              1              0      0.2506416 
28           NO_ID              0              1              1              1              1              1              1              1              1              1              1              0              1              0              0              0              0              0              1      0.2147052 
29           NO_ID              1              0              0              0              1              0              0              0              1              0              1              0              0              1              0              0              0              1              0       0.325201 
30           NO_ID              1              0              0              0              1              0              1              1              1              0              1              0              0              0              0              1              0              0              0      0.2506178 
31           NO_ID              1              0              0              1              0              0              1              1              1              0              0              1              0              1              1              0              1              0              1      0.2463814 
32           NO_ID              1              0              0              1              0              0              1              1              1              1              1              1              0              0              1              0              1              0              0      0.2108152 
33           NO_ID              1              0              0              1              0              1              0              0              1              1              1              0              0              0              0              0              1              1              1      0.2952742 
34           NO_ID              1              0              0              1              1              0              0              1              1              1              0              0              1              0              0              0              1              0              1      0.2296946 
35           NO_ID              1              0              0              1              1              1              1              1              1              1              0              1              0              1              1              0              1              0              1      0.2388526 
36           NO_ID              1              0              1              0              0              0              1              0              1              1              1              0              1              0              1              0              0              0              1      0.2639796 
37           NO_ID              1              0              1              0              0              1              0              1              1              0              1              1              0              0              1              0              0              0              1       0.256258 
38           NO_ID              1              0              1              0              1              1              0              0              1              0              1              0              0              1              0              0              1              1              0       0.295411 
39           NO_ID              1              0              1              1              0              1              1              0              1              0              1              0              1              1              0              0              0              0              0      0.3140866 
40           NO_ID              1              0              1              1              1              0              1              0              1              0              1              1              1              1              1              1              0              1              0      0.2749084 
41           NO_ID              1              0              1              1              1              1              0              0              1              0              0              0              0              0              0              1              0              0              0      0.3019742 
42           NO_ID              1              0              1              1              1              1              0              0              1              0              1              1              0              1              1              0              1              0              0       0.239717 
43           NO_ID              1              0              1              1              1              1              0              1              1              1              0              0              0              0              1              0              0              0              1      0.2264148 
44           NO_ID              1              1              0              0              1              1              1              0              1              1              1              0              1              1              0              0              0              1              0      0.3352916 
45           NO_ID              1              1              0              1              1              0              0              0              1              0              0              0              1              0              0              1              0              0              0      0.3120316 
