0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0.1677486
0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	1	1	1	0	0.1900654
0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0.1861592
0	0	0	1	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0.1849564
0	0	0	1	0	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0.2508206
0	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0.2663536
0	0	0	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0.1788838
0	0	0	1	0	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0.236799
0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0.2186626
0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0.1834996
0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0.2228266
0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0.2048538
0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	0	1	1	0.1857456
0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	0.180097
0	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	0.188846
0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0.2366778
0	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	0	0.2405516
0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0.24042
0	0	1	1	0	0	1	1	1	1	0	1	0	1	0	0	1	0	0	0.1894108
0	0	1	1	0	1	1	0	1	1	0	1	1	0	1	0	1	1	0	0.288647
0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0.169604
0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1	0.1879208
0	0	1	1	0	1	1	1	1	0	1	0	0	0	0	0	1	0	1	0.1748038
0	0	1	1	0	1	1	1	1	0	1	0	0	1	0	0	1	0	1	0.2297058
0	0	1	1	0	1	1	1	1	0	1	0	0	1	1	0	1	0	1	0.2183356
0	0	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0.210197
0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0.2504698
0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0.1701056
0	0	1	1	1	0	0	1	1	1	0	1	0	1	1	0	1	0	0	0.2340378
0	1	0	0	0	1	1	1	1	0	0	1	1	0	1	0	1	1	1	0.2766578
0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	1	1	0	0.1858482
0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	1	1	0	0.1869014
0	1	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	0	0.1877958
0	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	0	1	1	0.2313198
0	1	1	1	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0.1718014
0	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0.2236846
0	1	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0.2280584
0	1	1	1	0	1	0	1	1	0	0	1	1	0	1	0	1	1	1	0.1742458
0	1	1	1	0	1	1	1	1	0	0	0	1	1	1	0	0	0	1	0.2650084
0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0.2227138
0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0	0	1	0.212966
0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	1	0	1	0.2161352
0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0.2257394
0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	1	1	1	0.1899516
0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	0	1	0.173526
0	1	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	0	1	0.1683874
0	1	1	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0.18114
0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0.2118226
0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	0	0.170619
1	0	0	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	0.1743954
1	0	0	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	0	0.2270262
1	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	1	1	0	0.3177652
1	0	0	1	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0.22288
1	0	0	1	0	0	1	1	1	0	0	1	0	1	1	0	1	0	0	0.1882228
1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	0.188469
1	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	1	0	0.258899
