1	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	1	1	0	0.1894564
1	0	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	0	0.2132128
1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0.209683
1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	1	0	0.178189
1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	0	1	1	0	0.1751808
1	0	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0.1833804
1	0	0	1	0	1	0	1	1	1	1	1	0	0	0	1	1	0	0	0.2304644
1	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0.1879224
1	0	0	1	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0.2692142
1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0.186435
1	0	0	1	1	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0.186055
1	0	1	1	0	0	1	1	1	0	0	1	0	1	1	0	0	0	0	0.2456348
1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	1	0	1	1	0.2616524
1	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0.1877636
1	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0.1876284
1	0	1	1	0	1	0	1	1	0	0	1	1	1	0	0	0	0	1	0.2164254
1	0	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0.237689
1	0	1	1	0	1	0	1	1	1	0	1	1	1	0	0	0	1	0	0.1818474
1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0.1900394
1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	1	0	0.2229302
1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0.1806338
1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0.2401946
1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0.1860718
1	1	0	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0.186777
1	1	0	1	0	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0.2232576
1	1	1	1	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	0.1890848
1	1	1	1	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0.1885782
1	1	1	1	0	0	1	1	1	0	1	0	1	0	0	1	1	0	0	0.2271998
1	1	1	1	0	0	1	1	1	0	1	0	1	0	0	1	1	0	1	0.2112142
1	1	1	1	0	0	1	1	1	0	1	1	0	0	0	0	1	1	1	0.2473754
1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	1	0	1	0	0.1731422
1	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0.2533244
1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0.1903098
1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	1	0	0	0.2567892
1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0.1852202
1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0.232551
1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0.1861324
1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0.1831676
1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1	0	1	0.1944672
1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0	0	1	0.1886234
1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	0	1	0.207455
1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	1	1	0	0.2053378
1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0.2233438
1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0.2003108
