%eval_id interface             X0             X1             X2             X3             X4             X5             X6             X7             X8             X9            X10            X11            X12            X13            X14            X15            X16            X17            X18            X19            X20            X21            X22            X23            X24         obj_fn 
1            NO_ID              0              0              0              0              0              0              1              1              0              1              0              0              1              0              0              1              1              1              0              0              0              0              0              1              0   0.3647959184 
2            NO_ID              0              0              0              0              0              1              0              1              1              0              0              1              1              1              1              1              0              1              1              1              1              0              0              1              0   0.4430272109 
3            NO_ID              0              0              0              0              1              1              0              0              0              0              1              0              0              0              1              1              1              1              1              0              1              1              0              0              1   0.2495748299 
4            NO_ID              0              0              0              1              1              0              0              0              0              0              1              1              1              1              0              1              1              0              1              1              1              0              1              1              0   0.4263605442 
5            NO_ID              0              0              1              0              0              0              0              0              1              0              0              1              1              0              1              0              0              0              1              0              0              0              1              0              0   0.4261054422 
6            NO_ID              0              0              1              0              0              0              1              1              0              1              0              0              0              1              0              1              0              1              0              0              0              1              1              0              1   0.3727040816 
7            NO_ID              0              0              1              0              1              1              0              1              1              1              0              1              0              1              1              0              1              1              1              1              0              1              0              1              0    0.368792517 
8            NO_ID              0              0              1              1              0              1              0              0              0              1              0              1              0              1              0              0              1              1              1              1              0              1              1              1              1   0.4181122449 
9            NO_ID              0              0              1              1              0              1              1              1              0              1              0              0              1              1              1              1              1              1              1              0              1              1              0              1              1   0.3607142857 
10           NO_ID              0              1              0              0              1              0              1              0              1              0              1              1              1              1              0              1              1              1              1              1              0              0              0              0              1   0.3894557823 
11           NO_ID              0              1              0              0              1              1              1              0              0              1              1              0              1              1              0              0              0              1              0              0              0              0              0              1              1   0.3359693878 
12           NO_ID              0              1              0              1              0              0              0              1              1              0              1              1              0              1              1              1              0              0              1              0              1              0              1              0              1    0.500170068 
13           NO_ID              0              1              0              1              0              1              0              0              1              0              1              1              1              0              0              1              1              1              0              1              1              0              0              1              0   0.3974489796 
14           NO_ID              0              1              0              1              0              1              0              1              1              1              0              0              1              0              1              0              0              0              1              1              1              1              0              0              0   0.3523809524 
15           NO_ID              0              1              0              1              1              0              0              0              1              0              1              1              1              1              1              0              1              0              1              0              0              1              1              1              1    0.394047619 
16           NO_ID              0              1              1              0              0              0              0              0              0              0              1              0              0              1              1              1              1              0              0              0              0              0              1              0              0   0.4300170068 
17           NO_ID              0              1              1              0              0              0              0              0              0              1              1              0              0              0              1              0              1              0              1              0              0              1              0              0              0   0.2990646259 
18           NO_ID              0              1              1              0              1              1              0              0              1              1              0              0              0              1              1              1              1              1              1              0              0              1              0              1              0    0.368877551 
19           NO_ID              0              1              1              1              0              0              0              0              1              1              1              0              1              1              0              1              1              1              0              1              1              1              1              0              0   0.3729591837 
20           NO_ID              1              0              0              0              0              0              1              0              0              1              0              0              1              1              0              1              0              0              1              1              0              0              0              1              0    0.381377551 
21           NO_ID              1              0              0              1              0              0              1              0              1              0              1              0              0              1              0              0              1              1              0              1              1              0              0              1              0   0.4220238095 
22           NO_ID              1              0              0              1              0              1              0              0              1              1              0              0              0              1              1              0              0              1              1              1              1              1              1              1              1    0.393707483 
23           NO_ID              1              0              0              1              1              1              0              0              1              1              1              1              0              0              1              1              0              1              1              1              0              1              1              0              0   0.2621598639 
24           NO_ID              1              0              0              1              1              1              0              1              1              0              1              1              1              0              0              0              0              1              1              0              1              0              1              0              1   0.3034863946 
25           NO_ID              1              0              1              0              0              0              0              0              1              0              1              0              1              1              1              1              0              1              1              0              1              0              1              1              0   0.4302721088 
26           NO_ID              1              0              1              0              0              0              0              1              1              1              0              0              0              0              0              1              1              0              1              1              0              0              1              1              0   0.3605442177 
27           NO_ID              1              0              1              0              0              0              1              0              1              0              0              0              0              0              0              1              0              0              0              0              1              1              0              0              0    0.356037415 
28           NO_ID              1              0              1              0              0              1              1              0              0              1              1              0              1              0              0              1              0              0              1              0              1              1              0              0              1   0.3196428571 
29           NO_ID              1              0              1              0              1              1              1              1              1              1              0              0              0              1              0              0              1              1              0              0              1              1              1              1              1   0.3400510204 
30           NO_ID              1              0              1              1              0              1              0              0              0              1              1              0              1              1              0              1              0              0              1              0              0              1              1              1              1   0.3975340136 
31           NO_ID              1              0              1              1              1              0              0              0              1              0              0              0              0              0              1              0              0              1              1              0              1              0              0              1              0   0.2700680272 
32           NO_ID              1              0              1              1              1              1              1              1              0              0              1              0              1              0              1              1              1              0              0              1              0              0              0              0              0   0.2784013605 
33           NO_ID              1              1              0              0              0              0              1              0              1              1              0              1              0              1              0              1              0              0              0              1              1              0              1              0              0   0.4225340136 
34           NO_ID              1              1              0              0              1              1              1              1              1              1              1              0              0              1              1              1              0              1              0              1              0              1              1              0              1   0.3482142857 
35           NO_ID              1              1              0              1              0              0              0              0              0              1              0              0              1              1              1              0              0              0              0              0              1              1              0              1              0   0.3729591837 
36           NO_ID              1              1              0              1              0              0              1              1              1              1              0              1              0              1              1              0              1              1              0              0              1              0              1              1              1   0.3283163265 
37           NO_ID              1              1              0              1              0              1              0              0              1              0              0              1              1              0              0              1              1              1              0              0              1              1              1              1              1   0.3649659864 
38           NO_ID              1              1              0              1              1              0              0              0              0              1              0              0              1              1              0              0              0              0              1              1              0              0              1              1              1   0.3607993197 
39           NO_ID              1              1              0              1              1              0              0              1              1              1              0              1              0              0              0              0              0              1              1              1              1              0              0              0              1   0.3116496599 
40           NO_ID              1              1              0              1              1              1              0              1              1              0              0              0              1              0              1              1              1              1              0              1              1              1              0              1              0   0.3400510204 
41           NO_ID              1              1              0              1              1              1              1              0              1              1              1              0              0              0              0              1              0              1              0              1              1              0              1              1              0   0.2908163265 
42           NO_ID              1              1              1              0              0              0              0              1              0              0              0              0              0              1              1              1              0              1              0              0              1              1              1              1              0   0.4506802721 
43           NO_ID              1              1              1              0              0              0              1              1              1              1              0              0              1              0              0              1              1              0              1              1              0              1              1              0              0   0.3850340136 
44           NO_ID              1              1              1              0              0              1              0              0              1              1              1              1              1              0              0              0              1              0              0              0              0              1              1              1              1   0.3196428571 
45           NO_ID              1              1              1              0              0              1              0              1              0              0              0              1              0              0              0              0              0              1              1              0              0              1              0              1              0   0.4139455782 
46           NO_ID              1              1              1              0              1              0              0              1              1              0              0              0              1              1              0              1              1              0              1              1              1              1              1              0              1   0.4302721088 
47           NO_ID              1              1              1              0              1              0              1              0              1              1              1              1              0              1              0              1              1              0              1              1              0              0              0              0              0   0.3401360544 
48           NO_ID              1              1              1              1              0              0              0              0              0              0              0              0              1              0              1              1              0              1              0              0              1              0              0              1              1   0.3607993197 
49           NO_ID              1              1              1              1              0              0              0              0              1              1              0              1              1              0              1              1              0              0              0              0              0              0              1              1              0   0.3402210884 
50           NO_ID              1              1              1              1              0              1              1              0              0              0              0              0              0              0              1              1              0              0              1              1              1              0              0              1              0    0.356122449 
51           NO_ID              0              0              0              0              1              0              1              0              1              0              1              1              1              1              0              1              1              1              1              1              0              0              0              0              1   0.3853741497 
52           NO_ID              0              0              0              1              0              0              1              0              1              0              1              0              0              1              0              0              1              1              0              1              1              0              0              1              0   0.4261904762 
53           NO_ID              0              0              0              1              1              1              0              0              1              1              1              1              0              0              1              1              0              1              1              1              0              1              1              0              0   0.2786564626 
54           NO_ID              0              0              0              1              1              1              0              1              0              0              1              0              0              0              0              0              1              1              1              0              1              1              1              0              1   0.2418367347 
55           NO_ID              0              0              1              0              0              0              1              1              1              1              0              0              0              1              0              1              0              0              0              0              0              1              1              0              0   0.4340986395 
56           NO_ID              0              0              1              0              0              1              0              1              1              0              0              1              0              0              0              0              0              1              1              1              0              1              0              1              0   0.3891156463 
57           NO_ID              0              0              1              0              1              1              0              1              1              1              0              0              1              1              1              0              1              1              1              1              0              1              0              1              1    0.368962585 
58           NO_ID              0              0              1              0              1              1              1              1              1              1              0              1              0              1              1              0              1              1              1              1              0              1              0              1              0   0.3769557823 
59           NO_ID              0              0              1              1              0              1              0              0              0              1              0              0              0              0              0              1              0              1              1              1              0              0              0              1              0   0.3316326531 
60           NO_ID              0              0              1              1              1              1              0              1              0              1              0              1              0              1              1              1              1              1              1              0              0              1              0              1              0   0.3603741497 
61           NO_ID              0              1              0              0              0              1              0              0              0              1              1              1              0              0              0              1              1              1              1              0              1              1              0              0              1   0.3605442177 
62           NO_ID              0              1              0              0              0              1              0              0              1              0              1              1              1              0              0              1              1              1              0              1              1              0              0              1              0   0.4016156463 
63           NO_ID              0              1              0              0              1              1              0              1              1              1              0              0              0              0              1              1              0              1              1              1              1              1              0              0              0   0.2460034014 
64           NO_ID              0              1              0              1              0              0              0              0              1              1              1              1              1              1              1              0              0              0              0              0              0              1              0              1              1   0.4020408163 
65           NO_ID              0              1              0              1              0              1              0              1              1              0              1              1              1              0              0              1              1              1              0              1              1              0              0              1              0   0.3974489796 
66           NO_ID              0              1              0              1              0              1              0              1              1              1              0              1              1              0              1              0              0              0              1              1              1              1              0              0              0   0.3647108844 
67           NO_ID              0              1              0              1              1              1              0              0              1              0              0              1              1              0              1              0              1              0              0              1              0              1              1              1              1   0.3115646259 
68           NO_ID              0              1              0              1              1              1              0              0              1              0              0              1              1              0              1              1              1              1              0              1              1              1              0              1              1    0.356547619 
69           NO_ID              0              1              1              0              0              0              0              0              0              1              1              0              0              0              1              0              0              0              1              0              0              1              0              0              0   0.2949829932 
70           NO_ID              0              1              1              0              0              0              1              1              1              1              0              0              0              1              0              1              1              0              0              0              0              1              1              0              1    0.368622449 
71           NO_ID              0              1              1              0              1              1              0              1              1              1              0              0              1              1              1              0              0              0              1              1              1              1              0              1              0   0.3525510204 
72           NO_ID              0              1              1              1              0              1              0              0              0              1              0              1              0              1              0              0              1              1              1              1              0              0              0              1              0   0.3566326531 
73           NO_ID              1              0              0              0              0              1              0              1              0              0              0              0              1              0              0              1              0              1              1              0              1              0              1              0              0   0.4017006803 
74           NO_ID              1              0              0              0              1              1              0              1              0              0              1              0              0              0              0              0              0              1              1              0              1              1              1              0              1   0.2210884354 
75           NO_ID              1              0              0              1              0              0              0              0              0              1              0              0              1              1              1              0              0              0              0              0              1              1              0              1              0   0.4016156463 
76           NO_ID              1              0              0              1              0              1              1              1              0              1              0              1              1              0              0              1              0              1              0              0              1              0              1              1              1   0.3525510204 
77           NO_ID              1              0              0              1              1              0              1              1              0              1              1              0              1              1              1              1              0              0              1              1              0              0              0              0              1   0.3403911565 
78           NO_ID              1              0              1              0              0              0              0              0              0              0              1              0              1              1              1              1              1              0              1              0              1              0              0              0              0   0.4342687075 
79           NO_ID              1              0              1              0              0              0              1              0              1              0              0              1              0              0              0              1              0              0              0              0              1              1              0              0              0   0.3724489796 
80           NO_ID              1              0              1              0              0              1              0              1              0              0              0              1              0              0              0              0              0              1              1              0              0              1              0              1              0   0.3891156463 
81           NO_ID              1              0              1              0              0              1              1              1              0              0              0              0              1              0              0              1              0              1              1              0              0              0              0              1              0   0.3521258503 
82           NO_ID              1              0              1              0              1              0              1              0              1              1              1              1              0              1              0              1              1              0              1              1              0              0              0              0              0   0.3604591837 
83           NO_ID              1              0              1              0              1              1              0              0              1              1              1              1              1              0              0              0              1              0              1              0              0              1              0              0              1   0.3155612245 
84           NO_ID              1              0              1              0              1              1              0              1              1              1              0              0              0              1              0              0              1              1              0              0              1              1              1              1              1   0.3400510204 
85           NO_ID              1              0              1              0              1              1              1              1              1              1              0              0              0              1              0              0              1              1              0              0              1              0              1              1              1   0.3318027211 
86           NO_ID              1              0              1              1              0              0              1              0              0              0              0              0              0              0              0              1              0              1              0              1              1              0              0              1              1   0.4014455782 
87           NO_ID              1              0              1              1              0              1              1              0              0              1              1              0              1              1              0              1              0              0              1              0              0              1              1              1              1   0.3975340136 
88           NO_ID              1              0              1              1              0              1              1              1              0              1              0              0              0              0              1              1              0              1              0              0              1              1              0              1              1   0.3232142857 
89           NO_ID              1              0              1              1              1              0              0              0              1              0              0              0              0              0              1              0              0              1              0              0              1              0              0              1              0   0.2211734694 
90           NO_ID              1              0              1              1              1              0              0              0              1              0              0              0              0              0              1              1              0              1              1              0              1              0              0              1              0   0.2783163265 
91           NO_ID              1              0              1              1              1              1              0              0              0              1              0              0              1              0              1              1              1              0              0              1              0              0              1              1              1   0.3154761905 
92           NO_ID              1              1              0              0              0              1              0              0              1              0              1              1              1              1              0              1              1              0              0              1              1              0              0              0              0   0.4386904762 
93           NO_ID              1              1              0              1              0              0              1              1              1              1              0              1              0              1              1              0              1              1              0              0              1              0              0              1              1   0.3365646259 
94           NO_ID              1              1              0              1              0              1              0              0              1              0              0              1              0              0              0              1              1              1              0              0              1              1              1              1              1   0.3771258503 
95           NO_ID              1              1              0              1              1              0              0              0              0              1              0              0              1              1              0              0              0              1              1              1              1              0              1              1              0    0.381292517 
96           NO_ID              1              1              0              1              1              0              0              0              0              1              1              0              1              1              1              0              0              0              1              0              0              1              1              1              1   0.3648809524 
97           NO_ID              1              1              0              1              1              0              0              1              1              1              0              1              0              1              0              1              1              1              1              1              1              1              0              0              1   0.3485544218 
98           NO_ID              1              1              0              1              1              1              0              1              1              0              1              1              1              0              0              0              0              1              1              0              1              0              1              0              1   0.3443877551 
99           NO_ID              1              1              1              0              0              0              0              0              1              0              0              0              1              0              0              1              1              0              1              1              1              0              0              1              1   0.4180272109 
100          NO_ID              1              1              1              0              0              0              0              1              0              0              0              0              0              1              0              1              0              1              0              0              1              1              1              1              0   0.4629251701 
101          NO_ID              1              1              1              0              0              0              0              1              0              0              0              0              0              1              1              1              0              1              0              1              1              1              1              1              0   0.4465986395 
102          NO_ID              1              1              1              0              0              0              1              0              0              0              1              0              0              1              1              1              0              0              1              0              1              1              0              0              1   0.4833333333 
103          NO_ID              1              1              1              0              0              0              1              1              0              0              0              0              1              0              1              1              1              1              0              1              1              0              0              1              0   0.4056122449 
104          NO_ID              1              1              1              0              0              1              0              1              0              0              0              1              0              0              0              0              0              1              1              0              0              1              0              1              1   0.3976190476 
105          NO_ID              1              1              1              1              0              0              0              0              1              1              1              0              1              0              0              1              0              1              0              1              1              1              0              0              0   0.3030612245 
106          NO_ID              1              1              1              1              0              0              0              0              1              1              1              0              1              1              0              1              1              1              0              1              1              1              1              0              0    0.356547619 
107          NO_ID              1              1              1              1              0              0              1              0              0              0              1              0              1              1              0              1              1              1              0              0              1              0              0              1              1   0.4016156463 
108          NO_ID              1              1              1              1              0              1              0              0              0              0              0              0              0              0              1              0              1              1              0              0              1              1              0              1              1   0.3522108844 
109          NO_ID              1              1              1              1              1              0              0              0              0              0              0              0              1              0              1              1              0              1              0              0              1              0              0              1              1   0.3363095238 
110          NO_ID              1              1              1              1              1              0              0              0              0              1              0              0              0              1              0              0              0              0              1              0              0              0              0              1              0   0.3523809524 
