%eval_id interface             X0             X1             X2             X3             X4             X5             X6             X7             X8             X9            X10            X11            X12            X13            X14            X15            X16            X17            X18            X19            X20            X21            X22            X23         obj_fn 
1            NO_ID              0              0              0              0              1              1              1              1              0              1              1              1              0              0              0              0              1              1              1              1              0              0              1              1   0.4306122449 
2            NO_ID              0              0              0              1              0              1              0              1              1              0              1              0              1              1              1              0              0              0              0              0              1              0              1              0   0.3732142857 
3            NO_ID              0              0              0              1              1              1              1              1              1              1              0              1              1              0              0              1              1              0              0              0              0              1              0              1    0.381037415 
4            NO_ID              0              0              1              0              0              0              0              0              1              0              1              1              1              0              1              1              1              0              0              1              0              1              0              0    0.381037415 
5            NO_ID              0              0              1              0              0              0              1              0              1              0              1              0              0              1              1              0              1              1              1              1              0              0              0              0   0.3278061224 
6            NO_ID              0              0              1              0              1              0              0              0              0              0              1              0              0              1              1              0              0              1              0              0              0              1              1              1   0.3975340136 
7            NO_ID              0              0              1              1              0              0              0              1              0              1              1              1              0              1              0              0              0              1              0              0              1              0              0              1   0.4054421769 
8            NO_ID              0              0              1              1              0              0              1              0              0              1              1              1              1              1              0              1              0              0              1              0              1              1              0              1   0.4220238095 
9            NO_ID              0              0              1              1              0              0              1              1              1              1              1              1              0              1              0              0              0              1              0              1              1              1              0              1    0.356547619 
10           NO_ID              0              0              1              1              1              0              0              0              0              1              0              1              1              0              1              0              1              1              0              1              0              1              0              0   0.4424319728 
11           NO_ID              0              0              1              1              1              1              0              0              0              1              1              0              1              1              0              1              1              0              0              0              1              0              0              0   0.3602040816 
12           NO_ID              0              1              0              0              0              0              0              0              1              0              1              1              0              1              1              0              1              1              0              0              0              1              0              1   0.4350340136 
13           NO_ID              0              1              0              0              1              0              1              0              1              0              1              0              0              1              0              0              0              1              0              0              0              1              1              0   0.4140306122 
14           NO_ID              0              1              0              1              0              0              0              0              1              1              1              0              0              0              0              0              1              0              1              1              1              0              1              1   0.4142857143 
15           NO_ID              0              1              0              1              1              0              1              0              1              1              0              1              1              1              1              0              1              1              0              0              1              0              0              1   0.4017857143 
16           NO_ID              0              1              1              0              0              0              0              1              0              0              0              1              0              0              0              0              1              1              0              0              0              1              0              0   0.4096938776 
17           NO_ID              0              1              1              0              0              1              0              1              0              1              1              1              1              0              1              1              0              1              1              1              0              1              0              1   0.4753401361 
18           NO_ID              0              1              1              0              0              1              1              0              0              0              1              0              0              0              1              1              1              0              0              1              1              0              1              0    0.381037415 
19           NO_ID              0              1              1              0              0              1              1              1              0              0              0              1              1              0              0              1              1              1              0              0              1              1              0              0   0.4424319728 
20           NO_ID              0              1              1              0              1              0              1              0              1              0              1              0              0              1              1              0              1              1              0              1              0              1              0              1   0.3727891156 
21           NO_ID              0              1              1              1              0              0              1              1              0              1              0              1              0              0              1              1              1              1              0              0              1              1              1              1   0.4301870748 
22           NO_ID              0              1              1              1              0              1              1              1              0              1              0              1              0              0              0              0              0              0              0              1              0              1              0              0   0.3642857143 
23           NO_ID              0              1              1              1              1              0              0              1              0              0              1              0              1              0              0              1              0              1              1              1              1              1              0              1   0.4055272109 
24           NO_ID              1              0              0              0              0              0              0              1              0              0              0              0              1              0              0              0              1              0              0              1              0              0              0              1   0.4431122449 
25           NO_ID              1              0              0              0              0              1              0              1              0              0              0              0              1              1              0              0              1              0              0              0              1              1              1              1   0.4756802721 
26           NO_ID              1              0              0              0              0              1              1              0              0              0              0              0              0              0              1              0              0              1              0              1              1              0              1              1   0.4386054422 
27           NO_ID              1              0              0              0              1              1              1              0              1              0              1              0              1              1              1              0              0              0              1              1              1              0              0              1   0.3731292517 
28           NO_ID              1              0              0              1              1              0              0              1              0              0              0              0              0              0              1              1              0              1              1              0              1              0              1              1   0.4097789116 
29           NO_ID              1              0              0              1              1              0              0              1              1              1              1              1              1              0              0              0              0              1              1              0              1              0              0              1   0.3693027211 
30           NO_ID              1              0              0              1              1              0              1              1              1              1              1              0              0              1              0              1              0              1              0              0              1              0              0              0   0.3113095238 
31           NO_ID              1              0              0              1              1              0              1              1              1              1              1              1              0              1              1              0              0              0              1              0              0              1              1              0    0.368792517 
32           NO_ID              1              0              0              1              1              1              1              0              0              0              1              0              1              0              0              0              0              0              1              1              0              0              1              1    0.418537415 
33           NO_ID              1              0              1              0              1              0              1              0              0              1              0              0              1              1              0              0              0              1              1              1              0              1              0              1   0.4346938776 
34           NO_ID              1              0              1              1              0              1              0              0              1              1              0              0              0              0              1              1              0              1              1              0              0              0              0              0   0.3193027211 
35           NO_ID              1              0              1              1              0              1              0              0              1              1              1              0              0              0              0              1              0              0              1              1              0              1              1              0   0.3196428571 
36           NO_ID              1              0              1              1              0              1              0              1              0              0              1              0              1              1              0              0              1              1              0              0              1              0              0              0   0.3932823129 
37           NO_ID              1              0              1              1              0              1              1              1              1              1              0              0              1              1              1              0              0              0              1              0              1              1              0              1   0.3808673469 
38           NO_ID              1              0              1              1              1              1              1              1              0              0              0              0              0              0              0              0              1              0              0              0              1              1              0              0   0.3274659864 
39           NO_ID              1              1              0              0              1              0              1              0              0              1              1              0              1              0              0              0              1              1              1              0              1              0              0              0   0.4142857143 
40           NO_ID              1              1              0              1              0              0              0              1              0              0              0              0              0              0              1              1              1              0              0              0              1              0              0              0   0.3930272109 
41           NO_ID              1              1              0              1              0              0              0              1              1              0              1              1              1              1              1              0              1              1              0              0              0              1              1              1    0.393622449 
42           NO_ID              1              1              0              1              0              0              1              0              0              0              0              0              0              0              0              1              0              0              0              1              0              1              0              0   0.4051020408 
43           NO_ID              1              1              0              1              0              1              0              0              1              1              1              1              1              0              0              1              0              0              0              0              1              0              1              0   0.3772959184 
44           NO_ID              1              1              1              0              0              0              0              0              1              0              0              0              0              1              0              1              0              0              1              1              1              0              1              1   0.3645408163 
45           NO_ID              1              1              1              0              0              0              0              0              1              1              0              0              0              1              0              0              1              1              0              0              0              0              0              1    0.356547619 
46           NO_ID              1              1              1              0              0              0              0              1              0              1              0              0              0              1              1              1              1              0              1              1              0              1              1              1   0.3973639456 
47           NO_ID              1              1              1              0              0              0              1              0              1              0              0              1              1              1              1              1              0              1              0              0              1              0              0              0   0.3732142857 
48           NO_ID              1              1              1              0              1              1              0              1              0              1              0              1              0              0              0              1              0              1              0              0              1              0              1              0   0.4136904762 
49           NO_ID              1              1              1              1              0              1              1              0              0              0              0              0              1              0              1              0              1              0              0              1              1              1              1              0   0.4384353741 
50           NO_ID              1              1              1              1              1              1              0              0              0              1              0              0              1              1              0              0              0              0              1              0              0              1              1              0   0.4176020408 
51           NO_ID              0              0              0              0              1              0              1              0              1              0              1              0              0              1              0              0              0              1              0              0              0              1              1              0   0.3400510204 
52           NO_ID              0              0              0              0              1              1              1              1              0              0              1              1              0              0              0              0              1              1              1              1              0              0              1              1   0.4183673469 
53           NO_ID              0              0              0              1              0              1              1              1              1              0              1              0              1              1              0              0              0              0              0              0              0              0              1              1   0.3406462585 
54           NO_ID              0              0              0              1              1              1              0              1              0              0              1              0              1              0              0              0              0              0              0              0              1              0              1              0   0.3647959184 
55           NO_ID              0              0              0              1              1              1              1              0              0              0              1              1              1              0              0              1              1              0              0              1              0              1              1              1    0.406037415 
56           NO_ID              0              0              1              0              0              0              0              0              1              0              1              0              0              1              1              0              1              1              0              0              0              1              1              1   0.3484693878 
57           NO_ID              0              0              1              0              0              0              0              1              0              0              0              1              0              1              0              0              0              1              0              0              0              0              0              1   0.3806972789 
58           NO_ID              0              0              1              0              0              0              0              1              0              0              0              1              0              1              0              0              1              1              0              0              1              0              0              1   0.3929421769 
59           NO_ID              0              0              1              0              0              0              1              0              1              0              1              0              0              0              1              0              1              1              1              1              0              0              0              0   0.3318027211 
60           NO_ID              0              0              1              0              0              0              1              0              1              0              1              1              0              1              1              0              1              1              1              1              0              0              0              0   0.3400510204 
61           NO_ID              0              0              1              0              0              1              1              1              0              0              1              0              0              0              0              0              1              0              1              1              0              1              0              1   0.3731292517 
62           NO_ID              0              0              1              0              1              0              0              0              1              1              1              0              0              1              1              0              0              1              0              0              0              0              1              1   0.3481292517 
63           NO_ID              0              0              1              1              0              0              1              0              0              0              1              1              1              1              0              1              0              0              1              0              1              1              0              1   0.4097789116 
64           NO_ID              0              0              1              1              0              0              1              0              0              1              1              0              1              1              0              1              0              0              1              0              1              1              0              1   0.3767857143 
65           NO_ID              0              0              1              1              0              0              1              0              0              1              1              1              1              1              0              0              0              0              1              0              1              1              0              1   0.4179421769 
66           NO_ID              0              0              1              1              0              0              1              0              0              1              1              1              1              1              0              1              0              0              1              1              1              1              0              1   0.4056972789 
67           NO_ID              0              0              1              1              0              1              1              1              0              0              1              1              0              0              1              0              1              1              0              0              0              1              0              1   0.3729591837 
68           NO_ID              0              0              1              1              1              0              0              0              0              1              0              1              1              0              1              0              1              0              0              1              0              1              0              0   0.4058673469 
69           NO_ID              0              0              1              1              1              0              1              0              0              1              1              1              1              1              0              1              0              0              1              0              1              1              0              1   0.4015306122 
70           NO_ID              0              0              1              1              1              1              0              0              0              1              1              0              1              1              0              1              1              0              0              1              1              0              0              0   0.3643707483 
71           NO_ID              0              1              0              0              0              0              0              0              1              0              0              1              0              1              1              0              1              1              0              0              0              1              0              1   0.4386904762 
72           NO_ID              0              1              0              0              0              0              0              0              1              0              1              0              0              1              1              0              1              1              0              0              0              1              0              1   0.4719387755 
73           NO_ID              0              1              0              0              0              0              0              0              1              1              1              1              0              0              0              1              0              0              1              0              1              0              1              1   0.4594387755 
74           NO_ID              0              1              0              1              0              0              1              0              1              0              1              1              1              0              0              1              0              0              0              0              1              0              0              1    0.368962585 
75           NO_ID              0              1              1              0              0              0              0              0              1              0              1              1              0              1              1              1              0              0              0              1              1              0              0              1   0.3279761905 
76           NO_ID              0              1              1              0              0              0              0              1              0              1              0              0              0              0              0              1              1              0              0              1              1              1              0              1   0.3602040816 
77           NO_ID              0              1              1              0              0              0              1              0              1              0              1              0              0              1              1              0              1              1              0              1              0              1              0              1   0.3851190476 
78           NO_ID              0              1              1              0              0              0              1              1              0              1              0              0              1              1              0              1              1              0              1              0              1              1              1              0   0.4628401361 
79           NO_ID              0              1              1              0              0              1              1              0              0              0              1              0              0              1              1              1              1              0              0              1              1              0              1              0   0.3891156463 
80           NO_ID              0              1              1              0              0              1              1              1              0              1              0              1              0              0              0              0              0              0              0              1              0              1              0              0   0.3807823129 
81           NO_ID              0              1              1              0              0              1              1              1              0              1              0              1              1              0              0              1              1              1              0              0              1              1              0              0   0.4464285714 
82           NO_ID              0              1              1              0              1              0              0              1              1              0              1              0              1              1              1              0              1              1              0              0              0              1              0              1   0.4305272109 
83           NO_ID              0              1              1              1              0              0              0              1              0              0              1              0              1              0              0              1              0              1              1              1              1              1              0              1   0.4465136054 
84           NO_ID              0              1              1              1              0              1              0              1              1              0              1              1              1              0              0              1              0              0              0              0              1              0              1              0    0.368452381 
85           NO_ID              0              1              1              1              0              1              1              1              0              0              0              1              0              0              0              0              0              0              0              1              0              1              0              0    0.343622449 
86           NO_ID              1              0              0              1              0              0              0              0              0              0              0              0              0              0              1              1              0              1              1              0              1              0              0              1   0.4056972789 
87           NO_ID              1              0              0              1              0              0              0              1              0              1              1              1              1              0              0              0              0              0              1              0              1              0              0              1   0.4470238095 
88           NO_ID              1              0              0              1              0              0              0              1              1              0              0              0              1              0              0              0              0              0              0              0              0              0              0              1   0.3155612245 
89           NO_ID              1              0              0              1              0              0              1              0              0              0              0              0              0              0              1              1              0              0              0              1              0              0              1              1   0.4221938776 
90           NO_ID              1              0              0              1              1              0              1              1              1              1              1              1              0              0              1              0              0              0              1              0              0              1              1              0    0.368792517 
91           NO_ID              1              0              0              1              1              0              1              1              1              1              1              1              0              1              1              0              0              0              1              1              0              1              1              0    0.368707483 
92           NO_ID              1              0              0              1              1              1              1              1              0              1              1              0              1              0              0              1              0              0              1              1              0              0              1              1   0.3857142857 
