%eval_id interface             X0             X1             X2             X3             X4             X5             X6             X7             X8             X9            X10            X11            X12            X13            X14            X15            X16            X17            X18            X19            X20            X21            X22            X23            X24            X25            X26         obj_fn 
1            NO_ID              0              0              0              0              0              1              1              0              0              0              0              0              1              0              1              0              1              0              1              0              0              1              1              1              0              0              1   0.3529411765 
2            NO_ID              0              0              0              0              1              0              1              1              1              1              0              1              1              0              0              1              1              1              0              0              1              1              1              0              0              0              1   0.2941176471 
3            NO_ID              0              0              0              1              0              1              1              0              1              0              1              1              1              0              1              0              0              1              1              1              1              1              1              1              0              0              1   0.3137254902 
4            NO_ID              0              0              0              1              1              0              0              0              1              1              1              1              0              0              0              0              0              0              1              1              0              0              0              1              1              1              1   0.2941176471 
5            NO_ID              0              0              0              1              1              0              0              1              1              1              1              0              1              0              0              0              0              0              1              1              0              1              0              1              1              0              0   0.3529411765 
6            NO_ID              0              0              1              0              0              0              1              0              0              1              0              1              0              1              0              1              0              1              1              0              0              1              0              1              0              1              1   0.3529411765 
7            NO_ID              0              0              1              0              0              1              0              0              0              1              0              0              1              0              0              0              1              0              1              0              0              0              1              1              0              0              0   0.1960784314 
8            NO_ID              0              0              1              0              1              0              0              0              1              0              0              0              1              0              1              1              0              0              0              1              1              1              1              0              1              1              0   0.3333333333 
9            NO_ID              0              0              1              0              1              1              1              0              0              0              0              1              0              0              0              0              1              1              0              1              1              0              0              1              1              1              1   0.2549019608 
10           NO_ID              0              0              1              1              1              0              0              0              0              0              1              0              1              1              1              0              0              1              1              0              1              1              1              1              1              0              1   0.3921568627 
11           NO_ID              0              0              1              1              1              1              0              1              1              0              0              0              1              0              1              0              0              1              0              0              0              1              1              0              1              1              1   0.3137254902 
12           NO_ID              0              1              0              0              0              0              0              0              0              1              1              0              0              1              1              0              0              0              0              0              1              0              0              0              0              0              0   0.3725490196 
13           NO_ID              0              1              0              0              1              0              1              0              1              1              0              0              0              1              0              0              0              0              0              1              1              0              0              1              1              1              1   0.3529411765 
14           NO_ID              0              1              0              0              1              0              1              1              1              1              0              1              0              1              1              1              1              0              0              0              0              0              1              1              1              1              1   0.3529411765 
15           NO_ID              0              1              0              0              1              1              0              0              0              0              1              1              1              0              0              1              1              0              0              1              1              1              0              1              1              1              0   0.4117647059 
16           NO_ID              0              1              0              0              1              1              0              0              0              1              0              0              1              0              0              0              0              0              1              0              1              1              1              1              1              0              0   0.4117647059 
17           NO_ID              0              1              0              1              0              1              0              0              0              0              0              1              1              1              0              0              0              1              1              0              0              0              1              1              1              0              0    0.431372549 
18           NO_ID              0              1              1              0              0              0              1              0              1              0              1              1              0              0              1              1              1              0              0              1              0              0              1              0              0              1              1   0.3725490196 
