%eval_id interface             X0             X1             X2             X3             X4             X5             X6             X7             X8             X9            X10            X11            X12            X13            X14            X15            X16            X17            X18            X19            X20            X21            X22            X23            X24            X25            X26         obj_fn 
19           NO_ID              0              1              1              0              0              1              1              0              0              1              1              0              0              0              0              1              1              0              0              1              0              1              0              0              1              1              1   0.3725490196 
20           NO_ID              0              1              1              0              1              1              1              1              0              1              1              1              0              0              0              0              0              0              1              1              1              1              0              1              0              0              0   0.5490196078 
21           NO_ID              0              1              1              1              0              1              1              0              0              1              0              1              1              1              0              1              1              0              1              1              1              0              0              1              0              0              1    0.431372549 
22           NO_ID              0              1              1              1              0              1              1              0              1              1              0              0              1              1              0              1              0              1              1              0              0              0              0              0              0              1              1   0.4117647059 
23           NO_ID              0              1              1              1              1              1              0              0              1              1              1              1              1              1              0              1              0              1              1              1              1              0              1              0              1              0              0   0.4509803922 
24           NO_ID              0              1              1              1              1              1              1              1              0              1              1              1              1              0              0              0              0              0              0              0              1              0              0              0              0              1              0   0.4117647059 
25           NO_ID              1              0              0              0              0              0              0              0              0              0              1              1              1              1              0              0              1              0              0              0              0              0              1              0              0              0              1   0.3529411765 
26           NO_ID              1              0              0              0              0              0              1              1              0              1              0              1              1              0              0              1              1              0              0              0              1              1              0              0              0              1              0   0.3725490196 
27           NO_ID              1              0              0              0              1              0              0              1              1              0              0              0              0              0              1              0              0              0              1              0              0              0              0              1              0              1              1   0.2549019608 
28           NO_ID              1              0              0              1              0              1              1              0              0              0              0              1              0              1              1              0              0              1              0              1              0              1              1              1              1              1              1   0.3725490196 
29           NO_ID              1              0              0              1              1              0              0              0              0              1              1              0              1              1              0              1              1              1              0              0              0              0              0              0              1              1              0   0.2549019608 
30           NO_ID              1              0              1              0              0              0              1              0              1              0              1              0              1              1              0              0              1              0              0              1              0              1              1              0              0              1              1   0.3333333333 
31           NO_ID              1              0              1              0              0              1              1              0              1              1              1              0              0              0              1              0              1              0              1              0              0              0              1              1              0              0              0   0.2941176471 
32           NO_ID              1              0              1              0              1              0              0              0              0              0              0              0              1              1              1              1              1              0              1              1              1              0              1              0              1              1              0   0.3333333333 
33           NO_ID              1              0              1              1              0              0              0              1              1              0              0              0              0              0              0              1              1              1              1              0              1              0              0              0              1              0              0   0.3529411765 
34           NO_ID              1              0              1              1              1              0              0              1              1              1              1              1              1              1              1              1              1              0              0              0              0              0              1              0              0              1              0   0.3333333333 
35           NO_ID              1              0              1              1              1              0              1              0              1              1              1              1              0              1              1              0              1              1              1              0              1              0              1              0              0              0              1   0.2745098039 
36           NO_ID              1              0              1              1              1              1              0              0              0              1              1              1              1              1              1              1              0              1              0              1              0              1              1              1              0              0              1   0.3137254902 
37           NO_ID              1              0              1              1              1              1              1              0              0              0              1              0              1              0              0              0              0              1              1              0              1              1              1              1              1              0              1   0.2941176471 
38           NO_ID              1              1              0              0              0              1              1              0              0              1              0              1              0              0              0              1              0              1              0              1              0              0              0              0              1              1              0    0.431372549 
39           NO_ID              1              1              0              0              1              0              1              0              1              0              1              0              1              1              0              1              1              0              1              0              0              0              0              1              0              0              1   0.4117647059 
40           NO_ID              1              1              0              0              1              1              0              1              0              1              1              1              1              1              1              1              0              1              1              0              1              1              1              0              0              1              1   0.4117647059 
41           NO_ID              1              1              0              1              0              0              0              0              0              0              1              0              0              0              1              1              0              0              1              0              1              0              1              0              0              1              1   0.3921568627 
42           NO_ID              1              1              0              1              0              0              1              1              0              0              0              1              0              0              1              1              0              1              0              0              1              0              0              0              0              0              0   0.4509803922 
43           NO_ID              1              1              0              1              1              0              1              0              0              0              0              1              1              0              1              0              1              0              0              1              0              0              1              0              0              1              0   0.3137254902 
44           NO_ID              1              1              0              1              1              1              1              0              0              1              1              1              0              1              0              0              0              0              1              1              1              1              0              0              1              0              1   0.4901960784 
45           NO_ID              1              1              1              0              0              0              0              0              0              1              0              0              1              0              1              1              1              0              1              1              0              1              1              1              1              0              1   0.4117647059 
46           NO_ID              1              1              1              0              0              0              0              0              1              1              1              1              1              1              1              1              0              1              0              0              0              0              0              1              1              0              1   0.3137254902 
47           NO_ID              1              1              1              0              1              0              1              1              1              1              1              0              1              0              1              0              0              0              1              0              0              0              1              1              1              0              0   0.3333333333 
48           NO_ID              1              1              1              0              1              1              1              1              1              0              1              0              1              1              1              1              1              0              1              0              1              1              1              1              1              0              1   0.3725490196 
49           NO_ID              1              1              1              1              0              0              0              0              0              0              1              0              1              1              1              0              0              0              0              0              0              1              1              0              0              1              1   0.4901960784 
50           NO_ID              1              1              1              1              1              0              1              1              0              0              0              1              0              1              0              1              0              0              1              0              0              1              1              0              1              0              0   0.3725490196 
51           NO_ID              0              0              0              0              1              0              0              1              1              0              0              0              0              0              1              0              0              0              1              0              0              0              0              1              0              1              1   0.2745098039 
52           NO_ID              0              0              0              0              1              0              1              1              1              1              0              1              1              0              0              1              0              1              0              0              1              1              1              0              0              0              1   0.2745098039 
53           NO_ID              0              0              0              1              0              1              1              0              1              0              1              1              1              0              1              0              0              1              1              1              0              1              1              1              0              0              1   0.3137254902 
54           NO_ID              0              0              1              0              0              0              1              0              0              1              0              1              0              0              0              1              0              1              1              0              0              1              0              1              0              1              1   0.3333333333 
55           NO_ID              0              0              1              0              0              1              1              0              0              1              0              1              0              1              0              1              0              1              0              1              0              0              0              0              0              1              0    0.431372549 
56           NO_ID              0              0              1              0              1              1              0              1              0              1              1              1              1              0              1              1              0              1              1              0              0              1              1              0              1              1              1   0.3529411765 
57           NO_ID              0              0              1              0              1              1              1              0              0              0              0              1              0              0              0              0              1              1              1              1              1              0              0              1              1              1              1   0.2549019608 
58           NO_ID              0              0              1              1              0              1              1              0              0              1              0              1              1              1              0              1              1              0              1              1              1              0              0              1              0              0              1   0.3137254902 
59           NO_ID              0              0              1              1              0              1              1              1              1              1              0              1              0              0              1              1              0              1              0              1              0              1              1              0              1              1              0   0.3529411765 
60           NO_ID              0              0              1              1              1              1              0              1              1              0              0              0              1              0              1              0              0              1              0              0              0              1              1              0              0              1              1   0.3137254902 
61           NO_ID              0              0              1              1              1              1              1              0              0              0              1              0              1              0              0              0              0              1              1              0              1              1              1              1              1              0              1   0.3529411765 
62           NO_ID              0              0              1              1              1              1              1              1              0              0              0              0              0              0              0              0              0              1              0              1              0              1              1              0              1              1              1   0.3137254902 
63           NO_ID              0              1              0              0              0              0              1              0              0              1              1              0              0              1              1              0              0              0              0              1              1              0              0              0              1              0              0   0.4705882353 
64           NO_ID              0              1              0              0              0              1              0              0              0              0              0              1              1              1              0              0              0              1              1              0              0              0              1              1              1              0              0    0.431372549 
65           NO_ID              0              1              0              0              0              1              1              0              0              1              0              1              0              1              0              1              0              1              1              0              0              0              0              1              1              1              1   0.3921568627 
66           NO_ID              0              1              0              0              1              0              0              0              1              1              1              0              1              0              1              1              0              0              1              1              1              0              0              1              0              0              0   0.3725490196 
67           NO_ID              0              1              0              0              1              0              1              0              0              1              0              0              0              1              0              0              0              0              0              1              1              0              0              0              1              1              0   0.4117647059 
68           NO_ID              0              1              0              0              1              1              0              0              0              0              0              0              1              0              0              0              0              0              1              0              1              1              1              1              1              0              0   0.4509803922 
69           NO_ID              0              1              0              1              1              0              0              0              1              1              1              1              0              0              0              0              0              0              1              1              0              0              0              1              1              1              1   0.3921568627 
70           NO_ID              0              1              1              0              0              0              1              0              1              0              1              1              0              0              1              1              1              0              0              1              0              0              0              0              0              1              1   0.4117647059 
71           NO_ID              0              1              1              0              0              1              1              0              0              1              1              0              0              0              0              1              1              0              0              1              1              1              0              0              1              1              1   0.3921568627 
72           NO_ID              0              1              1              1              1              0              0              0              1              0              1              1              1              0              1              0              0              1              1              1              1              0              1              1              0              0              0   0.3921568627 
73           NO_ID              0              1              1              1              1              1              0              0              1              1              0              1              1              1              0              1              0              1              1              1              1              0              1              0              0              0              1   0.4117647059 
74           NO_ID              0              1              1              1              1              1              1              0              1              1              0              0              1              1              0              1              0              1              1              0              0              0              1              0              0              1              0   0.3921568627 
75           NO_ID              0              1              1              1              1              1              1              1              0              1              1              1              1              1              0              0              0              0              0              0              1              0              0              0              0              0              1   0.4117647059 
76           NO_ID              1              0              0              0              1              0              0              1              0              0              1              1              1              1              0              0              0              0              0              0              0              0              0              1              0              0              0   0.3137254902 
77           NO_ID              1              0              0              0              1              0              1              0              0              1              1              1              0              0              0              0              0              0              1              0              0              0              0              1              0              0              0   0.2352941176 
78           NO_ID              1              0              0              0              1              1              0              1              0              0              1              1              1              1              1              1              0              1              1              0              0              1              1              0              0              1              1   0.3137254902 
79           NO_ID              1              0              0              1              0              0              0              0              0              0              0              1              1              1              1              1              0              1              0              1              1              1              1              0              0              0              1   0.4117647059 
80           NO_ID              1              0              0              1              0              0              0              0              0              0              1              0              1              1              0              0              0              0              0              0              0              1              1              0              0              0              1   0.4509803922 
81           NO_ID              1              0              0              1              0              0              1              0              0              0              0              1              0              0              1              1              0              1              0              1              1              1              1              0              0              0              1   0.3333333333 
82           NO_ID              1              0              0              1              0              1              1              0              0              0              0              1              0              1              1              0              0              1              0              1              0              1              0              1              1              1              1    0.431372549 
83           NO_ID              1              0              0              1              0              1              1              0              0              1              0              1              0              1              1              0              0              1              0              1              0              1              1              1              1              1              1   0.3529411765 
84           NO_ID              1              0              0              1              1              0              0              0              0              0              0              0              1              0              1              1              1              0              1              1              0              0              1              0              1              1              0   0.2745098039 
85           NO_ID              1              0              0              1              1              0              0              0              0              0              0              1              1              0              1              0              1              0              0              1              1              0              1              0              1              1              0   0.2745098039 
86           NO_ID              1              0              0              1              1              0              0              0              0              0              1              0              1              1              0              0              0              0              1              1              0              1              1              0              1              0              0    0.431372549 
87           NO_ID              1              0              0              1              1              1              0              0              0              1              1              1              1              1              1              1              0              1              0              1              0              1              1              1              0              0              1   0.3137254902 
88           NO_ID              1              0              1              0              1              0              1              0              0              0              0              0              1              1              1              1              1              0              1              1              1              0              1              0              1              1              0   0.3333333333 
89           NO_ID              1              0              1              1              1              0              1              0              1              1              0              1              0              1              1              0              1              1              1              0              1              0              1              0              0              0              1   0.2549019608 
90           NO_ID              1              0              1              1              1              1              0              0              0              1              1              1              1              1              0              1              0              1              0              1              0              1              1              1              0              0              1   0.3333333333 
91           NO_ID              1              1              0              0              0              0              1              0              0              0              1              0              1              1              1              1              1              1              0              1              0              1              1              1              0              0              1    0.431372549 
92           NO_ID              1              1              0              0              0              0              1              0              0              0              1              1              0              1              0              0              1              0              1              1              1              0              1              0              0              0              1   0.3921568627 
93           NO_ID              1              1              0              0              0              0              1              0              1              0              0              0              0              1              0              1              0              0              0              1              0              0              1              1              1              0              1   0.3529411765 
94           NO_ID              1              1              0              0              0              0              1              0              1              0              1              1              1              0              1              1              1              0              1              0              0              0              1              0              0              0              1   0.3529411765 
95           NO_ID              1              1              0              0              0              1              1              0              0              0              0              0              0              0              0              1              0              0              0              0              1              0              0              0              0              1              0   0.4117647059 
96           NO_ID              1              1              0              0              1              0              1              0              0              0              1              0              1              1              0              1              1              0              1              0              0              0              0              1              0              0              1    0.431372549 
97           NO_ID              1              1              0              0              1              0              1              0              1              0              1              1              0              1              0              1              1              0              0              1              0              0              0              1              0              1              1   0.4509803922 
98           NO_ID              1              1              0              0              1              1              0              1              0              1              0              1              0              0              0              1              0              1              0              1              0              0              0              0              1              1              1   0.3725490196 
99           NO_ID              1              1              0              0              1              1              1              0              0              1              1              1              1              1              1              1              0              1              0              0              1              1              1              0              0              1              1   0.4705882353 
100          NO_ID              1              1              0              1              0              0              1              0              0              0              0              1              0              1              1              0              0              1              0              1              1              0              1              1              1              0              0   0.4901960784 
101          NO_ID              1              1              0              1              0              1              1              0              0              0              1              0              0              0              1              1              0              1              0              0              0              0              1              0              1              1              0   0.4509803922 
102          NO_ID              1              1              1              0              0              0              0              0              0              0              1              0              1              1              1              0              0              0              0              0              0              0              1              0              0              0              1   0.4705882353 
103          NO_ID              1              1              1              0              0              0              0              0              0              1              0              0              0              0              1              1              1              0              1              1              0              1              1              1              1              0              1    0.431372549 
